index,type,value,combination
955,i8*,xmlStringDecodeEntities,i8*	xml	String	Decode	Entities	
956,i8*,xmlValidNormalizeAttributeValue,i8*	xml	Valid	Normalize	Attribute	Value	
957,i32,xmlStrEqual,i32	xml	Str	Equal	
958,i32,xmlValidateNCName,i32	xml	Validate	N	C	Name	
959,i32,xmlIsID,i32	xml	Is	I	D	
960,i32,xmlIsRef,i32	xml	Is	Ref	
961,i8*,xmlStrdup,i8*	xml	Strdup	
962,_xmlElement*,xmlGetDtdQElementDesc,xml	Element*	xml	Get	Dtd	Q	Element	Desc	
963,_xmlElement*,xmlGetDtdQElementDesc,xml	Element*	xml	Get	Dtd	Q	Element	Desc	
964,_xmlAttribute*,xmlGetDtdQAttrDesc,xml	Attribute*	xml	Get	Dtd	Q	Attr	Desc	
965,_xmlAttribute*,xmlGetDtdQAttrDesc,xml	Attribute*	xml	Get	Dtd	Q	Attr	Desc	
966,i8*,xmlStrdup,i8*	xml	Strdup	
967,i32,xmlStrEqual,i32	xml	Str	Equal	
968,i32,xmlStrEqual,i32	xml	Str	Equal	
969,i32,xmlStrEqual,i32	xml	Str	Equal	
970,_xmlAttribute*,xmlGetDtdQAttrDesc,xml	Attribute*	xml	Get	Dtd	Q	Attr	Desc	
971,_xmlAttribute*,xmlGetDtdQAttrDesc,xml	Attribute*	xml	Get	Dtd	Q	Attr	Desc	
972,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
973,i32,xmlStrEqual,i32	xml	Str	Equal	
974,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
975,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
976,_xmlNode*,xmlNewDocNodeEatName,xml	Node*	xml	New	Doc	Node	Eat	Name	
977,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	
978,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	
979,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	
980,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	
981,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	
982,_xmlNode*,xmlSAX2TextNode,xml	Node*	xml	S	A	X2	Text	Node	
983,_xmlNode*,xmlSAX2TextNode,xml	Node*	xml	S	A	X2	Text	Node	
984,_xmlNode*,xmlSAX2TextNode,xml	Node*	xml	S	A	X2	Text	Node	
985,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
986,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
987,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
988,i8*,xmlValidCtxtNormalizeAttributeValue,i8*	xml	Valid	Ctxt	Normalize	Attribute	Value	
989,i32,xmlValidateNCName,i32	xml	Validate	N	C	Name	
990,i32,xmlIsID,i32	xml	Is	I	D	
991,i32,xmlIsRef,i32	xml	Is	Ref	
992,i8*,xmlDictQLookup,i8*	xml	Dict	Q	Lookup	
993,_xmlNs*,xmlNewNs,xml	Ns*	xml	New	Ns	
994,i32,xmlStrEqual,i32	xml	Str	Equal	
995,_xmlNs*,xmlNewNs,xml	Ns*	xml	New	Ns	
996,i8*,xmlDictQLookup,i8*	xml	Dict	Q	Lookup	
997,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	
998,i32,xmlValidateDtdFinal,i32	xml	Validate	Dtd	Final	
999,_xmlNode*,xmlAddChild,xml	Node*	xml	Add	Child	
1000,i32,xmlDictOwns,i32	xml	Dict	Owns	
1001,i32,xmlTextConcat,i32	xml	Text	Concat	
1002,_xmlDtd*,xmlGetIntSubset,xml	Dtd*	xml	Get	Int	Subset	
1003,i32,xmlDictOwns,i32	xml	Dict	Owns	
1004,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	
1005,i32,xmlParseCtxtExternalEntity,i32	xml	Parse	Ctxt	External	Entity	
1006,i8*,xmlStrchr,i8*	xml	Strchr	
1007,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1008,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1009,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1010,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1011,i32,xmlStrEqual,i32	xml	Str	Equal	
1012,_xmlAttribute*,xmlAddAttributeDecl,xml	Attribute*	xml	Add	Attribute	Decl	
1013,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1014,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1015,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1016,_xmlEntity*,xmlAddDocEntity,xml	Entity*	xml	Add	Doc	Entity	
1017,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
1018,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
1019,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
1020,i32,xmlStrEqual,i32	xml	Str	Equal	
1021,i32,xmlStrEqual,i32	xml	Str	Equal	
1022,i32,xmlStrEqual,i32	xml	Str	Equal	
1023,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
1024,i32,xmlStrEqual,i32	xml	Str	Equal	
1025,i32,xmlStrEqual,i32	xml	Str	Equal	
1026,i32,xmlStrEqual,i32	xml	Str	Equal	
1027,i32,xmlStrEqual,i32	xml	Str	Equal	
1028,i32,xmlStrEqual,i32	xml	Str	Equal	
1029,i8*,xmlNodeGetContent,i8*	xml	Node	Get	Content	
1030,i32,xmlStrEqual,i32	xml	Str	Equal	
1031,i32,xmlStrEqual,i32	xml	Str	Equal	
1032,i32,xmlStrEqual,i32	xml	Str	Equal	
1033,i32,xmlStrEqual,i32	xml	Str	Equal	
1034,i32,xmlStrEqual,i32	xml	Str	Equal	
1035,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1036,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1037,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1038,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1039,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1040,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1041,i32,xmlStrEqual,i32	xml	Str	Equal	
1042,i32,xmlStrEqual,i32	xml	Str	Equal	
1043,i32,xmlStrEqual,i32	xml	Str	Equal	
1044,i32,xmlStrEqual,i32	xml	Str	Equal	
1045,i32,xmlStrEqual,i32	xml	Str	Equal	
1046,i32,xmlStrEqual,i32	xml	Str	Equal	
1047,i32,xmlStrEqual,i32	xml	Str	Equal	
1048,_xmlXPathObject*,xmlXPathEval,xml	X	Path	Object*	xml	X	Path	Eval	
1049,i32,xmlStrEqual,i32	xml	Str	Equal	
1050,i32,xmlStrEqual,i32	xml	Str	Equal	
1051,i32,xmlStrEqual,i32	xml	Str	Equal	
1052,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1053,i32,xmlStrlen,i32	xml	Strlen	
1054,i32,xmlStrlen,i32	xml	Strlen	
1055,i8*,xmlGetNodePath,i8*	xml	Get	Node	Path	
1056,i8*,xmlGetNodePath,i8*	xml	Get	Node	Path	
1057,i8*,xmlGetNodePath,i8*	xml	Get	Node	Path	
1058,_xmlXPathObject*,xmlXPathCompiledEval,xml	X	Path	Object*	xml	X	Path	Compiled	Eval	
1059,i32,xmlXPathIsNaN,i32	xml	X	Path	Is	Na	N	
1060,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
1061,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
1062,i32,xmlPatternMatch,i32	xml	Pattern	Match	
1063,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
1064,i32,xmlPatternMatch,i32	xml	Pattern	Match	
1065,_xmlXPathCompExpr*,xmlXPathCtxtCompile,xml	X	Path	Comp	Expr*	xml	X	Path	Ctxt	Compile	
1066,_xmlPattern*,xmlPatterncompile,xml	Pattern*	xml	Patterncompile	
1067,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1068,_xmlSchematronRule*,xmlSchematronAddRule,xml	Schematron	Rule*	xml	Schematron	Add	Rule	
1069,i32,xmlStrEqual,i32	xml	Str	Equal	
1070,i32,xmlStrEqual,i32	xml	Str	Equal	
1071,i32,xmlStrEqual,i32	xml	Str	Equal	
1072,i32,xmlStrEqual,i32	xml	Str	Equal	
1073,i32,xmlStrEqual,i32	xml	Str	Equal	
1074,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1075,_xmlSchematronTest*,xmlSchematronAddTest,xml	Schematron	Test*	xml	Schematron	Add	Test	
1076,i32,xmlStrEqual,i32	xml	Str	Equal	
1077,i32,xmlStrEqual,i32	xml	Str	Equal	
1078,i32,xmlStrEqual,i32	xml	Str	Equal	
1079,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1080,_xmlSchematronTest*,xmlSchematronAddTest,xml	Schematron	Test*	xml	Schematron	Add	Test	
1081,i32,xmlStrEqual,i32	xml	Str	Equal	
1082,i32,xmlStrEqual,i32	xml	Str	Equal	
1083,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1084,_xmlSchematronPattern*,xmlSchematronAddPattern,xml	Schematron	Pattern*	xml	Schematron	Add	Pattern	
1085,i8*,xmlGetNoNsProp,i8*	xml	Get	No	Ns	Prop	
1086,i32,xmlStrEqual,i32	xml	Str	Equal	
1087,i32,xmlStrEqual,i32	xml	Str	Equal	
1088,i32,xmlStrEqual,i32	xml	Str	Equal	
1089,i32,xmlStrEqual,i32	xml	Str	Equal	
1090,i32,xmlStrEqual,i32	xml	Str	Equal	
1091,i32,xmlStrEqual,i32	xml	Str	Equal	
1092,i32,xmlStrEqual,i32	xml	Str	Equal	
1093,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1094,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1095,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1096,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1097,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1098,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1099,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1100,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1101,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1102,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1103,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1104,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1105,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1106,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1107,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1108,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1109,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1110,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1111,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1112,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1113,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1114,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1115,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1116,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1117,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1118,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1119,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1120,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1121,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1122,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1123,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1124,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1125,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1126,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1127,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1128,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1129,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1130,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1131,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1132,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1133,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1134,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1135,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1136,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1137,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1138,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1139,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1140,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1141,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1142,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1143,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1144,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1145,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1146,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1147,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1148,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1149,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1150,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1151,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1152,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1153,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1154,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1155,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1156,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1157,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1158,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1159,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1160,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1161,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1162,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1163,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1164,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1165,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1166,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1167,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1168,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1169,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1170,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1171,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1172,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1173,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1174,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1175,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1176,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1177,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1178,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1179,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1180,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1181,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1182,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1183,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1184,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1185,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1186,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1187,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1188,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1189,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1190,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1191,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1192,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1193,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1194,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1195,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1196,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1197,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1198,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1199,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1200,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1201,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1202,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1203,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1204,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1205,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1206,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1207,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1208,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1209,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1210,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1211,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1212,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1213,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1214,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1215,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1216,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1217,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1218,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1219,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1220,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1221,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1222,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1223,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1224,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1225,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1226,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1227,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1228,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1229,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1230,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1231,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1232,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1233,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1234,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1235,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1236,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1237,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1238,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1239,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1240,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1241,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1242,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1243,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1244,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1245,_xmlParserInput*,xmlNewIOInputStream,xml	Parser	Input*	xml	New	I	O	Input	Stream	
1246,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1247,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1248,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1249,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1250,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	
1251,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1252,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1253,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	
1254,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1255,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1256,_xmlParserCtxt*,gen_xmlParserCtxtPtr,xml	Parser	Ctxt*	gen	xml	Parser	Ctxt	Ptr	
1257,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1258,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1259,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1260,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1261,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1262,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1263,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1264,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1265,_xmlParserCtxt*,gen_xmlParserCtxtPtr,xml	Parser	Ctxt*	gen	xml	Parser	Ctxt	Ptr	
1266,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1267,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1268,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1269,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1270,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1271,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1272,_xmlParserCtxt*,gen_xmlParserCtxtPtr,xml	Parser	Ctxt*	gen	xml	Parser	Ctxt	Ptr	
1273,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1274,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1275,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1276,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1277,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1278,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1279,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1280,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1281,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1282,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1283,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1284,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1285,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1286,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1287,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1288,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1289,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1290,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1291,i32,strcmp,i32	strcmp	
1292,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1293,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1294,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1295,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1296,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1297,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1298,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1299,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1300,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1301,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1302,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1303,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1304,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1305,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1306,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1307,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1308,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1309,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1310,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1311,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1312,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1313,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1314,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1315,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1316,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1317,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1318,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1319,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1320,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1321,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1322,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1323,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1324,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1325,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1326,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	
1327,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1328,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1329,_xmlSAXHandler*,gen_xmlSAXHandlerPtr,xml	S	A	X	Handler*	gen	xml	S	A	X	Handler	Ptr	
1330,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1331,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1332,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1333,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1334,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1335,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1336,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1337,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1338,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1339,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1340,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1341,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1342,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1343,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1344,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1345,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1346,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1347,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1348,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1349,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1350,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1351,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1352,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1353,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1354,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1355,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1356,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1357,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1358,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1359,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1360,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1361,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
1362,i32,xmlMemBlocks,i32	xml	Mem	Blocks	
