index,type,value,combination
4038,i32,xmlHashAddEntry,i32	xml	Hash	Add	Entry	
4039,i32,xmlDictOwns,i32	xml	Dict	Owns	
4040,i32,xmlDictOwns,i32	xml	Dict	Owns	
4041,i32,xmlHashAddEntry,i32	xml	Hash	Add	Entry	
4042,i32,strcmp,i32	strcmp	
4043,i32,strcmp,i32	strcmp	
4044,i32,xmlStrEqual,i32	xml	Str	Equal	
4045,i32,xmlStrEqual,i32	xml	Str	Equal	
4046,i32,xmlStrEqual,i32	xml	Str	Equal	
4047,i8*,xmlNodeListGetString,i8*	xml	Node	List	Get	String	
4048,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
4049,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
4050,i8*,xmlBuildQName,i8*	xml	Build	Q	Name	
4051,i32,xmlRegexpIsDeterminist,i32	xml	Regexp	Is	Determinist	
4052,i32,xmlRegexpIsDeterminist,i32	xml	Regexp	Is	Determinist	
4053,i8*,xmlSplitQName3,i8*	xml	Split	Q	Name3	
4054,i8*,dlerror,i8*	dlerror	
4055,i8*,inet_ntop,i8*	inet	ntop	
4056,i8*,xmlTranscodeString,i8*	xml	Transcode	String	
4057,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	
4058,i8*,xmlSaveUri,i8*	xml	Save	Uri	
4059,i32,xmlStrEqual,i32	xml	Str	Equal	
4060,i32,xmlStrEqual,i32	xml	Str	Equal	
4061,i32,xmlStrEqual,i32	xml	Str	Equal	
4062,i32,xmlStrEqual,i32	xml	Str	Equal	
4063,_xmlXPathContext*,xmlXPtrNewContext,xml	X	Path	Context*	xml	X	Ptr	New	Context	
4064,_xmlXPathObject*,xmlXPtrEval,xml	X	Path	Object*	xml	X	Ptr	Eval	
4065,i8*,xmlSaveUri,i8*	xml	Save	Uri	
4066,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	
4067,i8*,xmlBuildRelativeURI,i8*	xml	Build	Relative	U	R	I	
4068,i8*,xmlStrchr,i8*	xml	Strchr	
4069,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	
4070,i8*,xmlBuildRelativeURI,i8*	xml	Build	Relative	U	R	I	
4071,i32,xmlStrEqual,i32	xml	Str	Equal	
4072,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	
4073,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	
4074,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	
4075,i8*,xmlGetNsProp,i8*	xml	Get	Ns	Prop	
4076,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	
4077,i8*,xmlSaveUri,i8*	xml	Save	Uri	
4078,i32,xmlStrEqual,i32	xml	Str	Equal	
4079,_xmlParserInput*,xmlLoadExternalEntity,xml	Parser	Input*	xml	Load	External	Entity	
4080,i32,xmlParserInputBufferRead,i32	xml	Parser	Input	Buffer	Read	
4081,i32,xmlStringCurrentChar,i32	xml	String	Current	Char	
4082,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4083,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4084,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4085,i32,xmlStrEqual,i32	xml	Str	Equal	
4086,i32,xmlStrEqual,i32	xml	Str	Equal	
4087,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4088,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4089,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	
4090,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	
4091,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	
4092,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	
4093,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	
4094,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4095,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4096,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	
4097,i32,xmlXIncludeLoadDoc,i32	xml	X	Include	Load	Doc	
4098,i32,xmlStrEqual,i32	xml	Str	Equal	
4099,i32,xmlStrEqual,i32	xml	Str	Equal	
4100,i32,xmlStrEqual,i32	xml	Str	Equal	
4101,i32,xmlXIncludeLoadDoc,i32	xml	X	Include	Load	Doc	
4102,i32,xmlXIncludeLoadDoc,i32	xml	X	Include	Load	Doc	
4103,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	
4104,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4105,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4106,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	
4107,i32,xmlStrEqual,i32	xml	Str	Equal	
4108,i32,xmlStrEqual,i32	xml	Str	Equal	
4109,i32,xmlStrEqual,i32	xml	Str	Equal	
4110,i32,xmlStrEqual,i32	xml	Str	Equal	
4111,i32,xmlStrEqual,i32	xml	Str	Equal	
4112,i32,xmlStrEqual,i32	xml	Str	Equal	
4113,i32,xmlStrEqual,i32	xml	Str	Equal	
4114,i32,xmlStrEqual,i32	xml	Str	Equal	
4115,i32,xmlStrEqual,i32	xml	Str	Equal	
4116,i32,xmlStrEqual,i32	xml	Str	Equal	
4117,i32,xmlStrEqual,i32	xml	Str	Equal	
4118,i32,xmlStrEqual,i32	xml	Str	Equal	
4119,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	
4120,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	
4121,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	
4122,i32,xmlXIncludeTestNode,i32	xml	X	Include	Test	Node	
4123,_xmlXIncludeCtxt*,xmlXIncludeNewContext,xml	X	Include	Ctxt*	xml	X	Include	New	Context	
4124,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
4125,_xmlXIncludeCtxt*,xmlXIncludeNewContext,xml	X	Include	Ctxt*	xml	X	Include	New	Context	
4126,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4127,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4128,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4129,i32,xmlStrEqual,i32	xml	Str	Equal	
4130,i32,xmlStrEqual,i32	xml	Str	Equal	
4131,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4132,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4133,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	
4134,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	
4135,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	
4136,i8*,xmlURIEscape,i8*	xml	U	R	I	Escape	
4137,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4138,i8*,xmlXIncludeGetProp,i8*	xml	X	Include	Get	Prop	
4139,i8*,xmlNodeGetBase,i8*	xml	Node	Get	Base	
4140,i8*,xmlBuildURI,i8*	xml	Build	U	R	I	
4141,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	
4142,i8*,xmlSaveUri,i8*	xml	Save	Uri	
4143,i32,xmlStrEqual,i32	xml	Str	Equal	
4144,_xmlXIncludeRef*,xmlXIncludeNewRef,xml	X	Include	Ref*	xml	X	Include	New	Ref	
4145,i32,xmlStrEqual,i32	xml	Str	Equal	
4146,i32,xmlStrEqual,i32	xml	Str	Equal	
4147,i32,xmlStrEqual,i32	xml	Str	Equal	
4148,_xmlNs*,xmlSearchNs,xml	Ns*	xml	Search	Ns	
4149,i32,xmlStrEqual,i32	xml	Str	Equal	
4150,i32,xmlStrEqual,i32	xml	Str	Equal	
4151,i32,strcmp,i32	strcmp	
4152,i32,strcmp,i32	strcmp	
4153,i32,strcmp,i32	strcmp	
4154,i32,strcmp,i32	strcmp	
4155,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	
4156,i32,strcmp,i32	strcmp	
4157,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	
4158,i32,strcmp,i32	strcmp	
4159,i32,xmlCatalogAdd,i32	xml	Catalog	Add	
4160,i32,xmlCatalogAdd,i32	xml	Catalog	Add	
4161,i32,strcmp,i32	strcmp	
4162,i32,xmlCatalogAdd,i32	xml	Catalog	Add	
4163,i32,strcmp,i32	strcmp	
4164,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	
4165,i32,strcmp,i32	strcmp	
4166,i32,strcmp,i32	strcmp	
4167,i32,strcmp,i32	strcmp	
4168,i32,strcmp,i32	strcmp	
4169,i32,strcmp,i32	strcmp	
4170,i32,strcmp,i32	strcmp	
4171,i32,strcmp,i32	strcmp	
4172,i32,strcmp,i32	strcmp	
4173,i32,strcmp,i32	strcmp	
4174,i32,strcmp,i32	strcmp	
4175,i32,strcmp,i32	strcmp	
4176,i32,strcmp,i32	strcmp	
4177,i32,strcmp,i32	strcmp	
4178,i32,strcmp,i32	strcmp	
4179,i32,strcmp,i32	strcmp	
4180,i32,strcmp,i32	strcmp	
4181,i32,strcmp,i32	strcmp	
4182,i32,strcmp,i32	strcmp	
4183,i32,strcmp,i32	strcmp	
4184,i32,strcmp,i32	strcmp	
4185,i32,strcmp,i32	strcmp	
4186,i32,strcmp,i32	strcmp	
4187,i32,strcmp,i32	strcmp	
4188,i32,strcmp,i32	strcmp	
4189,i32,strcmp,i32	strcmp	
4190,i32,strcmp,i32	strcmp	
4191,i32,strcmp,i32	strcmp	
4192,i32,strcmp,i32	strcmp	
4193,i32,xmlLoadCatalog,i32	xml	Load	Catalog	
4194,i32,strcmp,i32	strcmp	
4195,i32,strcmp,i32	strcmp	
4196,i32,strcmp,i32	strcmp	
4197,i32,strcmp,i32	strcmp	
4198,i32,strcmp,i32	strcmp	
4199,i32,strcmp,i32	strcmp	
4200,i32,strcmp,i32	strcmp	
4201,i32,xmlLoadCatalog,i32	xml	Load	Catalog	
4202,i32,xmlCatalogIsEmpty,i32	xml	Catalog	Is	Empty	
4203,i32,xmlLoadCatalog,i32	xml	Load	Catalog	
4204,i32,xmlCatalogIsEmpty,i32	xml	Catalog	Is	Empty	
4205,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
4206,i32,xmlCatalogIsEmpty,i32	xml	Catalog	Is	Empty	
4207,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
4208,i32,strcmp,i32	strcmp	
4209,i32,strcmp,i32	strcmp	
4210,i32,xmlLoadCatalog,i32	xml	Load	Catalog	
4211,i32,strcmp,i32	strcmp	
4212,i32,strcmp,i32	strcmp	
4213,i32,xmlLoadCatalog,i32	xml	Load	Catalog	
4214,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	
4215,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	
4216,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	
4217,i8*,xmlCatalogResolvePublic,i8*	xml	Catalog	Resolve	Public	
4218,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
4219,i8*,fgets,i8*	fgets	
4220,i8*,malloc,i8*	malloc	
4221,i32,ferror,i32	ferror	
4222,i32,fflush,i32	fflush	
4223,i32,fclose,i32	fclose	
4224,i32,fflush,i32	fflush	
4225,i32,fflush,i32	fflush	
4226,i32,xmlBufferAdd,i32	xml	Buffer	Add	
4227,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4228,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4229,i32,xmlBufGetAllocationScheme,i32	xml	Buf	Get	Allocation	Scheme	
4230,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	
4231,i32*,__errno_location,i	errno	location	
4232,_xmlURI*,xmlParseURI,xml	U	R	I*	xml	Parse	U	R	I	
4233,i32,xmlStrEqual,i32	xml	Str	Equal	
4234,i32*,__errno_location,i	errno	location	
4235,i32*,__errno_location,i	errno	location	
4236,i32*,__errno_location,i	errno	location	
4237,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	
4238,i32*,__errno_location,i	errno	location	
4239,i32*,__errno_location,i	errno	location	
4240,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	
4241,i32*,__errno_location,i	errno	location	
4242,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	
4243,i32*,__errno_location,i	errno	location	
4244,i32*,__errno_location,i	errno	location	
4245,i32*,__errno_location,i	errno	location	
4246,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	
4247,i32*,__errno_location,i	errno	location	
4248,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	
4249,i32,xmlBufAdd,i32	xml	Buf	Add	
4250,i32*,__errno_location,i	errno	location	
4251,i32*,__errno_location,i	errno	location	
4252,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	
4253,i32*,__errno_location,i	errno	location	
4254,_xmlParserInputBuffer*,xmlAllocParserInputBuffer,xml	Parser	Input	Buffer*	xml	Alloc	Parser	Input	Buffer	
4255,i32*,__errno_location,i	errno	location	
4256,_xmlOutputBuffer*,xmlAllocOutputBufferInternal,xml	Output	Buffer*	xml	Alloc	Output	Buffer	Internal	
4257,i32*,__errno_location,i	errno	location	
4258,i32*,__errno_location,i	errno	location	
4259,i32*,__errno_location,i	errno	location	
4260,i32,xmlBufAdd,i32	xml	Buf	Add	
4261,i32*,__errno_location,i	errno	location	
4262,i32,xmlBufAdd,i32	xml	Buf	Add	
4263,i32*,__errno_location,i	errno	location	
4264,i64,xmlBufAvail,i64	xml	Buf	Avail	
4265,i32,xmlBufGrow,i32	xml	Buf	Grow	
4266,i32*,__errno_location,i	errno	location	
4267,i32*,__errno_location,i	errno	location	
4268,i32*,__errno_location,i	errno	location	
4269,i32,xmlBufGetAllocationScheme,i32	xml	Buf	Get	Allocation	Scheme	
4270,i32*,__errno_location,i	errno	location	
4271,i32*,__errno_location,i	errno	location	
4272,i32,xmlBufAdd,i32	xml	Buf	Add	
4273,i64,xmlBufUse,i64	xml	Buf	Use	
4274,i32,xmlBufAdd,i32	xml	Buf	Add	
4275,i32,xmlBufAdd,i32	xml	Buf	Add	
4276,i32,xmlBufAdd,i32	xml	Buf	Add	
4277,i32*,__errno_location,i	errno	location	
4278,i32,xmlBufAdd,i32	xml	Buf	Add	
4279,i32,xmlBufAdd,i32	xml	Buf	Add	
4280,i32,xmlBufAdd,i32	xml	Buf	Add	
4281,i32*,__errno_location,i	errno	location	
4282,i32*,__errno_location,i	errno	location	
4283,i32*,__errno_location,i	errno	location	
4284,i32*,__errno_location,i	errno	location	
4285,i32,xmlBufGetAllocationScheme,i32	xml	Buf	Get	Allocation	Scheme	
4286,i32*,__errno_location,i	errno	location	
4287,i32,xmlBufGrow,i32	xml	Buf	Grow	
4288,i64,xmlBufUse,i64	xml	Buf	Use	
4289,i32*,__errno_location,i	errno	location	
4290,i32*,__errno_location,i	errno	location	
4291,i64,xmlBufAvail,i64	xml	Buf	Avail	
4292,i32*,__errno_location,i	errno	location	
4293,i32*,__errno_location,i	errno	location	
4294,i32*,__errno_location,i	errno	location	
4295,i32*,__errno_location,i	errno	location	
4296,i32*,__errno_location,i	errno	location	
4297,i8*,getcwd,i8*	getcwd	
4298,i32*,__errno_location,i	errno	location	
4299,i32,xmlNanoHTTPReturnCode,i32	xml	Nano	H	T	T	P	Return	Code	
4300,i8*,xmlStrstr,i8*	xml	Strstr	
4301,i8*,xmlStrstr,i8*	xml	Strstr	
4302,i8*,xmlNanoHTTPEncoding,i8*	xml	Nano	H	T	T	P	Encoding	
4303,i32*,__errno_location,i	errno	location	
4304,_xmlCharEncodingHandler*,xmlFindCharEncodingHandler,xml	Char	Encoding	Handler*	xml	Find	Char	Encoding	Handler	
4305,i8*,xmlNanoHTTPRedir,i8*	xml	Nano	H	T	T	P	Redir	
4306,i32*,__errno_location,i	errno	location	
4307,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4308,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4309,i32*,__errno_location,i	errno	location	
4310,i32,xmlNoNetExists,i32	xml	No	Net	Exists	
4311,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4312,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4313,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4314,i32*,__errno_location,i	errno	location	
4315,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4316,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4317,i32,xmlNoNetExists,i32	xml	No	Net	Exists	
4318,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4319,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4320,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4321,i32,xmlCatalogGetDefaults,i32	xml	Catalog	Get	Defaults	
4322,i32*,__errno_location,i	errno	location	
4323,i32*,__errno_location,i	errno	location	
4324,i32*,__errno_location,i	errno	location	
4325,i32*,__errno_location,i	errno	location	
4326,i32,xmlNoNetExists,i32	xml	No	Net	Exists	
4327,i8*,xmlCanonicPath,i8*	xml	Canonic	Path	
4328,i32*,__errno_location,i	errno	location	
4329,i32*,__errno_location,i	errno	location	
4330,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4331,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4332,i32*,__errno_location,i	errno	location	
4333,i32*,__errno_location,i	errno	location	
4334,i32*,__errno_location,i	errno	location	
4335,i32,stat64,i32	stat	
4336,i32,close,i32	close	
4337,i32,strcmp,i32	strcmp	
4338,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4339,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4340,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4341,i32,xmlCheckFilename,i32	xml	Check	Filename	
4342,i8*,xmlFileOpen_real,i8*	xml	File	Open	real	
4343,i8*,xmlURIUnescapeString,i8*	xml	U	R	I	Unescape	String	
4344,i32,strcmp,i32	strcmp	
4345,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4346,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
4347,i32,xmlSchemaValidateStream,i32	xml	Schema	Validate	Stream	
4348,i32,xmlSchemaValidateStream,i32	xml	Schema	Validate	Stream	
4349,_xmlParserInput*,xmlNewIOInputStream,xml	Parser	Input*	xml	New	I	O	Input	Stream	
4350,i8*,xmlTextReaderConstName,i8*	xml	Text	Reader	Const	Name	
4351,i8*,xmlTextReaderConstValue,i8*	xml	Text	Reader	Const	Value	
4352,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
4353,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
4354,i32,xmlStreamPush,i32	xml	Stream	Push	
4355,i32,xmlStreamPush,i32	xml	Stream	Push	
4356,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
4357,i32,xmlTextReaderIsEmptyElement,i32	xml	Text	Reader	Is	Empty	Element	
4358,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
4359,i32,xmlStreamPush,i32	xml	Stream	Push	
4360,i32,stat64,i32	stat	
4361,i32,open64,i32	open	
4362,i32,xmlStreamPush,i32	xml	Stream	Push	
4363,_xmlTextReader*,xmlReaderForMemory,xml	Text	Reader*	xml	Reader	For	Memory	
4364,i32,xmlStreamPush,i32	xml	Stream	Push	
4365,i32,xmlStreamPush,i32	xml	Stream	Push	
4366,i32,xmlStreamPush,i32	xml	Stream	Push	
4367,i32,xmlTextReaderIsValid,i32	xml	Text	Reader	Is	Valid	
4368,i32,xmlTextReaderIsValid,i32	xml	Text	Reader	Is	Valid	
4369,i32,xmlStreamPush,i32	xml	Stream	Push	
4370,i32,xmlStreamPush,i32	xml	Stream	Push	
4371,_xmlTextReader*,xmlReaderWalker,xml	Text	Reader*	xml	Reader	Walker	
4372,i32,xmlStreamPush,i32	xml	Stream	Push	
4373,i32,xmlStreamPush,i32	xml	Stream	Push	
4374,_xmlSaveCtxt*,xmlSaveToFd,xml	Save	Ctxt*	xml	Save	To	Fd	
4375,i32,xmlXPathIsNaN,i32	xml	X	Path	Is	Na	N	
4376,_xmlXPathContext*,xmlXPathNewContext,xml	X	Path	Context*	xml	X	Path	New	Context	
4377,_xmlXPathObject*,xmlXPathEval,xml	X	Path	Object*	xml	X	Path	Eval	
4378,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
4379,i32,stat64,i32	stat	
4380,i32,open64,i32	open	
4381,i8*,mmap64,i8*	mmap	
4382,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
4383,_xmlParserCtxt*,xmlNewParserCtxt,xml	Parser	Ctxt*	xml	New	Parser	Ctxt	
4384,i32,stat64,i32	stat	
4385,i32,open64,i32	open	
4386,i8*,mmap64,i8*	mmap	
4387,_xmlDtd*,xmlGetIntSubset,xml	Dtd*	xml	Get	Int	Subset	
4388,i32,xmlXIncludeProcessFlags,i32	xml	X	Include	Process	Flags	
4389,i32,xmlValidGetValidElements,i32	xml	Valid	Get	Valid	Elements	
4390,i32,xmlValidGetValidElements,i32	xml	Valid	Get	Valid	Elements	
4391,i32,xmlValidGetValidElements,i32	xml	Valid	Get	Valid	Elements	
4392,i32,htmlDocDump,i32	html	Doc	Dump	
4393,i32,xmlC14NDocDumpMemory,i32	xml	C14	N	Doc	Dump	Memory	
4394,i64,write,i64	write	
4395,i32,xmlC14NDocDumpMemory,i32	xml	C14	N	Doc	Dump	Memory	
4396,i64,write,i64	write	
4397,i32,xmlC14NDocDumpMemory,i32	xml	C14	N	Doc	Dump	Memory	
4398,i64,write,i64	write	
4399,i64,write,i64	write	
4400,i32,xmlSaveFormatFileEnc,i32	xml	Save	Format	File	Enc	
4401,i32,xmlSaveFormatFileEnc,i32	xml	Save	Format	File	Enc	
4402,i32,xmlDocDump,i32	xml	Doc	Dump	
4403,_xmlSaveCtxt*,xmlSaveToFd,xml	Save	Ctxt*	xml	Save	To	Fd	
4404,i64,xmlSaveDoc,i64	xml	Save	Doc	
4405,_xmlDtd*,xmlParseDTD,xml	Dtd*	xml	Parse	D	T	D	
4406,_xmlValidCtxt*,xmlNewValidCtxt,xml	Valid	Ctxt*	xml	New	Valid	Ctxt	
4407,i32,xmlValidateDtd,i32	xml	Validate	Dtd	
4408,_xmlValidCtxt*,xmlNewValidCtxt,xml	Valid	Ctxt*	xml	New	Valid	Ctxt	
4409,i32,xmlValidateDocument,i32	xml	Validate	Document	
4410,i32,xmlSchematronValidateDoc,i32	xml	Schematron	Validate	Doc	
4411,i32,xmlSchematronValidateDoc,i32	xml	Schematron	Validate	Doc	
4412,i32,xmlRelaxNGValidateDoc,i32	xml	Relax	N	G	Validate	Doc	
4413,i32,xmlRelaxNGValidateDoc,i32	xml	Relax	N	G	Validate	Doc	
4414,i32,xmlSchemaValidateDoc,i32	xml	Schema	Validate	Doc	
4415,i32,xmlSchemaValidateDoc,i32	xml	Schema	Validate	Doc	
4416,i32,xmlHasFeature,i32	xml	Has	Feature	
4417,i32,xmlHasFeature,i32	xml	Has	Feature	
4418,i32,xmlHasFeature,i32	xml	Has	Feature	
4419,i32,xmlHasFeature,i32	xml	Has	Feature	
4420,i32,xmlHasFeature,i32	xml	Has	Feature	
4421,i32,xmlHasFeature,i32	xml	Has	Feature	
4422,i32,xmlHasFeature,i32	xml	Has	Feature	
4423,i32,xmlHasFeature,i32	xml	Has	Feature	
4424,i32,xmlHasFeature,i32	xml	Has	Feature	
4425,i32,xmlHasFeature,i32	xml	Has	Feature	
4426,i32,xmlHasFeature,i32	xml	Has	Feature	
4427,i32,xmlHasFeature,i32	xml	Has	Feature	
4428,i32,xmlHasFeature,i32	xml	Has	Feature	
4429,i32,xmlHasFeature,i32	xml	Has	Feature	
4430,i32,xmlHasFeature,i32	xml	Has	Feature	
4431,i32,xmlHasFeature,i32	xml	Has	Feature	
4432,i32,xmlHasFeature,i32	xml	Has	Feature	
4433,i32,xmlHasFeature,i32	xml	Has	Feature	
4434,i32,xmlHasFeature,i32	xml	Has	Feature	
4435,i32,xmlHasFeature,i32	xml	Has	Feature	
4436,i32,xmlHasFeature,i32	xml	Has	Feature	
4437,i32,xmlHasFeature,i32	xml	Has	Feature	
4438,i32,xmlHasFeature,i32	xml	Has	Feature	
4439,i32,xmlHasFeature,i32	xml	Has	Feature	
4440,i32,xmlHasFeature,i32	xml	Has	Feature	
4441,i32,xmlHasFeature,i32	xml	Has	Feature	
4442,i32,xmlHasFeature,i32	xml	Has	Feature	
4443,i32,xmlHasFeature,i32	xml	Has	Feature	
4444,i32,xmlHasFeature,i32	xml	Has	Feature	
4445,i32,xmlHasFeature,i32	xml	Has	Feature	
4446,i32,xmlHasFeature,i32	xml	Has	Feature	
4447,i32,xmlHasFeature,i32	xml	Has	Feature	
4448,i8*,xmlStrdup,i8*	xml	Strdup	
4449,i32,strcmp,i32	strcmp	
4450,i32,strcmp,i32	strcmp	
4451,i32,strcmp,i32	strcmp	
4452,i32,strcmp,i32	strcmp	
4453,i32,strcmp,i32	strcmp	
4454,i32,strcmp,i32	strcmp	
4455,i32,strcmp,i32	strcmp	
4456,i32,strcmp,i32	strcmp	
4457,i32,strcmp,i32	strcmp	
4458,i32,strcmp,i32	strcmp	
4459,i32,strcmp,i32	strcmp	
4460,i32,strcmp,i32	strcmp	
4461,i32,strcmp,i32	strcmp	
4462,i32,strcmp,i32	strcmp	
4463,i32,strcmp,i32	strcmp	
4464,i32,strcmp,i32	strcmp	
4465,i32,strcmp,i32	strcmp	
4466,i32,strcmp,i32	strcmp	
4467,i32,strcmp,i32	strcmp	
4468,i32,strcmp,i32	strcmp	
4469,i32,strcmp,i32	strcmp	
4470,i32,strcmp,i32	strcmp	
4471,i32,strcmp,i32	strcmp	
4472,i32,strcmp,i32	strcmp	
4473,i32,strcmp,i32	strcmp	
4474,i32,strcmp,i32	strcmp	
4475,i32,strcmp,i32	strcmp	
4476,i32,strcmp,i32	strcmp	
4477,i32,strcmp,i32	strcmp	
4478,i32,strcmp,i32	strcmp	
4479,i32,strcmp,i32	strcmp	
4480,i32,strcmp,i32	strcmp	
4481,i32,strcmp,i32	strcmp	
4482,i32,strcmp,i32	strcmp	
4483,i32,strcmp,i32	strcmp	
4484,i32,strcmp,i32	strcmp	
4485,i32,strcmp,i32	strcmp	
4486,i32,strcmp,i32	strcmp	
4487,i32,strcmp,i32	strcmp	
4488,i32,strcmp,i32	strcmp	
4489,i32,strcmp,i32	strcmp	
4490,i32,strcmp,i32	strcmp	
4491,i32,strcmp,i32	strcmp	
4492,i32,strcmp,i32	strcmp	
4493,i32,strcmp,i32	strcmp	
4494,i32,strcmp,i32	strcmp	
4495,i32,strcmp,i32	strcmp	
4496,i32,strcmp,i32	strcmp	
4497,i32,strcmp,i32	strcmp	
4498,i32,strcmp,i32	strcmp	
4499,i32,strcmp,i32	strcmp	
4500,i32,strcmp,i32	strcmp	
4501,i32,strcmp,i32	strcmp	
4502,i32,strcmp,i32	strcmp	
4503,i32,strcmp,i32	strcmp	
