index,type,value,combination,label
13562,_xmlRegAtom*,,xml	Reg	Atom*	null	,-1
13563,i8*,,i8*	null	,7
13564,i32,0,i32	constant	,1
13565,i32,0,i32	constant	,1
13566,i32,0,i32	constant	,1
13567,i32,0,i32	constant	,1
13568,i32,0,i32	constant	,1
13569,i32,1,i32	constant	,1
13570,i32,0,i32	constant	,1
13571,i32,0,i32	constant	,1
13572,i32,0,i32	constant	,1
13573,i32,1,i32	constant	,1
13574,i32,1,i32	constant	,1
13575,i32,0,i32	constant	,1
13576,i8*,,i8*	null	,7
13577,i32,0,i32	constant	,1
13578,i32,0,i32	constant	,1
13579,i32,1,i32	constant	,1
13580,i32,0,i32	constant	,1
13581,i32,0,i32	constant	,1
13582,i32,0,i32	constant	,1
13583,i32,1,i32	constant	,1
13584,_xmlRegAtom*,,xml	Reg	Atom*	null	,-1
13585,void,"(_xmlRegExecCtxt*, i8*, i8*, i8*)* null",void	constant	,33
13586,i8*,,i8*	null	,7
13587,i32,1,i32	constant	,1
13588,i32,0,i32	constant	,1
13589,i32,0,i32	constant	,1
13590,i32,0,i32	constant	,1
13591,i32,1193046,i32	constant	,1
13592,_xmlAutomataState*,,xml	Automata	State*	null	,78
13593,i32,4,i32	constant	,1
13594,i8*,,i8*	null	,7
13595,_xmlRegAtom*,,xml	Reg	Atom*	null	,-1
13596,_xmlRegInputToken*,,xml	Reg	Input	Token*	null	,-1
13597,i32,0,i32	constant	,1
13598,i32,0,i32	constant	,1
13599,i32,0,i32	constant	,1
13600,_xmlAutomataState*,,xml	Automata	State*	null	,78
13601,i32,1,i32	constant	,1
13602,i32,0,i32	constant	,1
13603,i32,4,i32	constant	,1
13604,i8*,,i8*	null	,7
13605,i32,0,i32	constant	,1
13606,_xmlRegInputToken*,,xml	Reg	Input	Token*	null	,-1
13607,i32,0,i32	constant	,1
13608,i32,2,i32	constant	,1
13609,_xmlRegExecCtxt*,,xml	Reg	Exec	Ctxt*	null	,61
13610,_xmlRegexp*,,xml	Regexp*	null	,60
13611,i32,0,i32	constant	,1
13612,i8*,,i8*	null	,7
13613,i32,0,i32	constant	,1
13614,i8*,,i8*	null	,7
13615,i32,0,i32	constant	,1
13616,i32,93,i32	constant	,1
13617,i32,93,i32	constant	,1
13618,i32,62,i32	constant	,1
13619,i32,2,i32	constant	,1
13620,i32,18,i32	constant	,1
13621,i32,1,i32	constant	,1
13622,_xmlNode*,,xml	Node*	null	,8
13623,i32,3,i32	constant	,1
13624,i32,4,i32	constant	,1
13625,i32,5,i32	constant	,1
13626,i8*,,i8*	null	,7
13627,_xmlNs*,,xml	Ns*	null	,21
13628,_xmlNs*,,xml	Ns*	null	,21
13629,_xmlAttr*,,xml	Attr*	null	,18
13630,i8*,,i8*	null	,7
13631,i32,1,i32	constant	,1
13632,i32,4,i32	constant	,1
13633,i32,0,i32	constant	,1
13634,_xmlNode*,,xml	Node*	null	,8
13635,i32,2,i32	constant	,1
13636,i32,2,i32	constant	,1
13637,i8*,,i8*	null	,7
13638,i32,1,i32	constant	,1
13639,_xmlNode*,,xml	Node*	null	,8
13640,i32,1,i32	constant	,1
13641,i32,0,i32	constant	,1
13642,i32,0,i32	constant	,1
13643,i32,1,i32	constant	,1
13644,,external dso_local global i32,	constant	,6
13645,i32,0,i32	constant	,1
13646,i8*,,i8*	null	,7
13647,_xmlNs*,,xml	Ns*	null	,21
13648,i32,2,i32	constant	,1
13649,i32,13,i32	constant	,1
13650,i32,9,i32	constant	,1
13651,i8*,,i8*	null	,7
13652,i8*,,i8*	null	,7
13653,i32,1,i32	constant	,1
13654,i32,13,i32	constant	,1
13655,i32,32,i32	constant	,1
13656,i32,0,i32	constant	,1
13657,i32,16,i32	constant	,1
13658,i32,0,i32	constant	,1
13659,i32,64,i32	constant	,1
13660,i32,0,i32	constant	,1
13661,i8*,,i8*	null	,7
13662,i8*,,i8*	null	,7
13663,i8*,,i8*	null	,7
13664,i8*,,i8*	null	,7
13665,i8*,,i8*	null	,7
13666,_xmlBuf*,,xml	Buf*	null	,15
13667,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
13668,i32,0,i32	constant	,1
13669,i32,1,i32	constant	,1
13670,i32,0,i32	constant	,1
13671,i8*,,i8*	null	,7
13672,i32,9,i32	constant	,1
13673,i32,32,i32	constant	,1
13674,i32,0,i32	constant	,1
13675,i32,16,i32	constant	,1
13676,i32,0,i32	constant	,1
13677,i8*,,i8*	null	,7
13678,i8*,,i8*	null	,7
13679,_xmlBuf*,,xml	Buf*	null	,15
13680,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
13681,i32,2,i32	constant	,1
13682,i32,0,i32	constant	,1
13683,i32,1,i32	constant	,1
13684,i32,0,i32	constant	,1
13685,i32,22,i32	constant	,1
13686,i32,0,i32	constant	,1
13687,,alloca i32,	constant	,6
13688,,alloca i32,	constant	,6
13689,i32,2,i32	constant	,1
13690,i32,0,i32	constant	,1
13691,i8*,,i8*	null	,7
13692,i8*,,i8*	null	,7
13693,i32,16,i32	constant	,1
13694,i32,0,i32	constant	,1
13695,i32,8,i32	constant	,1
13696,i32,0,i32	constant	,1
13697,_xmlDtd*,,xml	Dtd*	null	,40
13698,i32,0,i32	constant	,1
13699,_xmlNode*,,xml	Node*	null	,8
13700,_xmlNode*,,xml	Node*	null	,8
13701,i32,0,i32	constant	,1
13702,i8*,,i8*	null	,7
13703,i32,0,i32	constant	,1
13704,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13705,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
13706,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13707,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
13708,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13709,i8*,,i8*	null	,7
13710,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
13711,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
13712,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
13713,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13714,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
13715,_xmlDoc*,,xml	Doc*	null	,2
13716,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13717,i32,0,i32	constant	,1
13718,_xmlNode*,,xml	Node*	null	,8
13719,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13720,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13721,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
13722,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13723,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13724,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13725,i8*,,i8*	null	,7
13726,i32,0,i32	constant	,1
13727,i32,10,i32	constant	,1
13728,i32,13,i32	constant	,1
13729,i32,9,i32	constant	,1
13730,i32,34,i32	constant	,1
13731,i32,60,i32	constant	,1
13732,i32,62,i32	constant	,1
13733,i32,38,i32	constant	,1
13734,_xmlDoc*,,xml	Doc*	null	,2
13735,i32,128,i32	constant	,1
13736,i8*,,i8*	null	,7
13737,i32,192,i32	constant	,1
13738,_xmlDoc*,,xml	Doc*	null	,2
13739,i32,224,i32	constant	,1
13740,i32,240,i32	constant	,1
13741,i32,248,i32	constant	,1
13742,i32,0,i32	constant	,1
13743,i32,256,i32	constant	,1
13744,i32,1,i32	constant	,1
13745,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13746,i8*,,i8*	null	,7
13747,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
13748,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13749,i8*,,i8*	null	,7
13750,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
13751,i32,4,i32	constant	,1
13752,i32,0,i32	constant	,1
13753,i32,4,i32	constant	,1
13754,i32,0,i32	constant	,1
13755,i32,1,i32	constant	,1
13756,i32,0,i32	constant	,1
13757,i32,128,i32	constant	,1
13758,i32,0,i32	constant	,1
13759,_xmlBuffer*,,xml	Buffer*	null	,16
13760,_xmlBuffer*,,xml	Buffer*	null	,16
13761,_xmlBuffer*,,xml	Buffer*	null	,16
13762,_xmlBuffer*,,xml	Buffer*	null	,16
13763,i8*,,i8*	null	,7
13764,i8*,,i8*	null	,7
13765,i8*,,i8*	null	,7
13766,i32,0,i32	constant	,1
13767,i32,0,i32	constant	,1
13768,i32,0,i32	constant	,1
13769,i8*,,i8*	null	,7
13770,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
13771,_xmlNs*,,xml	Ns*	null	,21
13772,i8*,,i8*	null	,7
13773,i32,18,i32	constant	,1
13774,i32,0,i32	constant	,1
13775,i32,2,i32	constant	,1
13776,_xmlSaveCtxt*,,xml	Save	Ctxt*	null	,83
13777,i32,0,i32	constant	,1
13778,i8*,,i8*	null	,7
13779,i32,0,i32	constant	,1
13780,i32,0,i32	constant	,1
13781,_xmlNs*,,xml	Ns*	null	,21
13782,_xmlNode*,,xml	Node*	null	,8
13783,i32,19,i32	constant	,1
13784,i32,20,i32	constant	,1
13785,i32,9,i32	constant	,1
13786,i32,13,i32	constant	,1
13787,i32,16,i32	constant	,1
13788,i32,0,i32	constant	,1
13789,_xmlDoc*,,xml	Doc*	null	,2
13790,i32,18,i32	constant	,1
13791,i32,13,i32	constant	,1
13792,i32,32,i32	constant	,1
13793,i32,0,i32	constant	,1
13794,i32,64,i32	constant	,1
13795,i32,0,i32	constant	,1
13796,i32,14,i32	constant	,1
13797,i32,11,i32	constant	,1
13798,i32,15,i32	constant	,1
13799,i32,16,i32	constant	,1
13800,i32,17,i32	constant	,1
13801,i32,3,i32	constant	,1
13802,i8*,,i8*	null	,7
13803,i8*,"getelementptr inbounds ([0 x i8], [0 x i8]* @xmlStringTextNoenc, i64 0, i64 0)",i8*	constant	,13
13804,i32,7,i32	constant	,1
13805,i8*,,i8*	null	,7
13806,i8*,,i8*	null	,7
13807,i32,2,i32	constant	,1
13808,i32,2,i32	constant	,1
13809,i32,8,i32	constant	,1
13810,i8*,,i8*	null	,7
13811,i32,5,i32	constant	,1
13812,i32,4,i32	constant	,1
13813,i8*,,i8*	null	,7
13814,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13815,i32,0,i32	constant	,1
13816,i8*,,i8*	null	,7
13817,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13818,_xmlDoc*,,xml	Doc*	null	,2
13819,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13820,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13821,i32,0,i32	constant	,1
13822,_xmlDoc*,,xml	Doc*	null	,2
13823,_xmlSchemaValidCtxt*,,xml	Schema	Valid	Ctxt*	null	,63
13824,_xmlSchemaConstructionCtxt*,,xml	Schema	Construction	Ctxt*	null	,-1
13825,i32,0,i32	constant	,1
13826,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
13827,_xmlSchemaType*,,xml	Schema	Type*	null	,53
13828,_xmlSchemaFacet*,,xml	Schema	Facet*	null	,54
13829,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13830,i32,1,i32	constant	,1
13831,_xmlSchemaType*,,xml	Schema	Type*	null	,53
13832,i32,0,i32	constant	,1
13833,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13834,i32,0,i32	constant	,1
13835,i32,0,i32	constant	,1
13836,i32,0,i32	constant	,1
13837,i32,0,i32	constant	,1
13838,i8*,,i8*	null	,7
13839,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
13840,i32,0,i32	constant	,1
13841,_xmlRegexp*,,xml	Regexp*	null	,60
13842,i32,0,i32	constant	,1
13843,i32,1004,i32	constant	,1
13844,i32,0,i32	constant	,1
13845,i32,0,i32	constant	,1
13846,i32,0,i32	constant	,1
13847,i32,0,i32	constant	,1
13848,i32,1004,i32	constant	,1
13849,i32,0,i32	constant	,1
13850,i32,0,i32	constant	,1
13851,i32,0,i32	constant	,1
13852,i32,0,i32	constant	,1
13853,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13854,i32,0,i32	constant	,1
13855,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13856,i32,0,i32	constant	,1
13857,_xmlSchemaVal**,,xml	Schema	Val**	null	,-1
13858,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
13859,_xmlSchemaVal**,,xml	Schema	Val**	null	,-1
13860,i32,2097152,i32	constant	,1
13861,i32,0,i32	constant	,1
13862,i32,0,i32	constant	,1
13863,i8*,,i8*	null	,7
13864,i32,256,i32	constant	,1
13865,i32,0,i32	constant	,1
13866,i32,46,i32	constant	,1
13867,i32,1,i32	constant	,1
13868,i8*,,i8*	null	,7
13869,i32,268435456,i32	constant	,1
13870,i32,0,i32	constant	,1
13871,i32,0,i32	constant	,1
13872,i32,0,i32	constant	,1
13873,i32,1,i32	constant	,1
13874,_xmlSchemaType*,,xml	Schema	Type*	null	,53
13875,i32,1,i32	constant	,1
13876,_xmlSchemaType*,,xml	Schema	Type*	null	,53
13877,i32,2,i32	constant	,1
13878,i32,0,i32	constant	,1
13879,i32,1,i32	constant	,1
13880,i32,0,i32	constant	,1
13881,i32,0,i32	constant	,1
13882,i32,0,i32	constant	,1
13883,i32,64,i32	constant	,1
13884,i32,0,i32	constant	,1
13885,i32,134217728,i32	constant	,1
13886,i32,0,i32	constant	,1
13887,i32,0,i32	constant	,1
13888,i32,0,i32	constant	,1
13889,i32,0,i32	constant	,1
13890,i32,64,i32	constant	,1
13891,i32,0,i32	constant	,1
13892,i32,0,i32	constant	,1
13893,i32,0,i32	constant	,1
13894,i32,64,i32	constant	,1
13895,i32,0,i32	constant	,1
13896,i8*,,i8*	null	,7
13897,i32,268435456,i32	constant	,1
13898,i32,0,i32	constant	,1
13899,i32,0,i32	constant	,1
13900,i32,0,i32	constant	,1
13901,i32,32,i32	constant	,1
13902,_xmlSchemaValidCtxt*,,xml	Schema	Valid	Ctxt*	null	,63
13903,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
13904,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
13905,_xmlSchemaPSVIIDCNode**,,xml	Schema	P	S	V	I	I	D	C	Node**	null	,-1
13906,_xmlSchemaPSVIIDCKey**,,xml	Schema	P	S	V	I	I	D	C	Key**	null	,-1
13907,_xmlSchemaIDCStateObj*,,xml	Schema	I	D	C	State	Obj*	null	,-1
13908,_xmlSchemaIDCStateObj*,,xml	Schema	I	D	C	State	Obj*	null	,-1
13909,_xmlSchemaIDCAug*,,xml	Schema	I	D	C	Aug*	null	,-1
13910,_xmlSchemaIDCAug*,,xml	Schema	I	D	C	Aug*	null	,-1
13911,_xmlSchemaAttrInfo**,,xml	Schema	Attr	Info**	null	,-1
13912,i32,0,i32	constant	,1
13913,_xmlSchemaNodeInfo**,,xml	Schema	Node	Info**	null	,-1
13914,_xmlSchemaNodeInfo*,,xml	Schema	Node	Info*	null	,-1
13915,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
13916,_xmlDict*,,xml	Dict*	null	,35
13917,i8*,,i8*	null	,7
13918,_xmlSchemaFacet*,,xml	Schema	Facet*	null	,54
13919,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
13920,i8**,,i	null	,26
13921,_xmlSchemaBucket*,,xml	Schema	Bucket*	null	,-1
13922,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
13923,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
13924,_xmlSchemaSchemaRelation*,,xml	Schema	Schema	Relation*	null	,-1
13925,_xmlSchemaSchemaRelation*,,xml	Schema	Schema	Relation*	null	,-1
13926,_xmlDoc*,,xml	Doc*	null	,2
13927,i32,0,i32	constant	,1
13928,i32,1,i32	constant	,1
13929,_xmlSchema*,,xml	Schema*	null	,64
13930,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13931,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13932,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13933,_xmlSchemaWildcardNs*,,xml	Schema	Wildcard	Ns*	null	,-1
13934,_xmlSchemaWildcard*,,xml	Schema	Wildcard*	null	,-1
13935,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13936,_xmlSchemaWildcardNs*,,xml	Schema	Wildcard	Ns*	null	,-1
13937,_xmlSchemaWildcardNs*,,xml	Schema	Wildcard	Ns*	null	,-1
13938,_xmlSchemaTypeLink*,,xml	Schema	Type	Link*	null	,-1
13939,_xmlSchemaFacet*,,xml	Schema	Facet*	null	,54
13940,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
13941,_xmlRegexp*,,xml	Regexp*	null	,60
13942,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13943,_xmlSchemaType*,,xml	Schema	Type*	null	,53
13944,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13945,_xmlSchemaFacet*,,xml	Schema	Facet*	null	,54
13946,_xmlSchemaFacet*,,xml	Schema	Facet*	null	,54
13947,i8*,,i8*	null	,7
13948,_xmlSchemaTypeLink*,,xml	Schema	Type	Link*	null	,-1
13949,_xmlSchemaFacetLink*,,xml	Schema	Facet	Link*	null	,-1
13950,_xmlSchemaFacetLink*,,xml	Schema	Facet	Link*	null	,-1
13951,_xmlRegexp*,,xml	Regexp*	null	,60
13952,_xmlSchema*,,xml	Schema*	null	,64
13953,i8*,,i8*	null	,7
13954,_xmlHashTable*,,xml	Hash	Table*	null	,31
13955,_xmlHashTable*,,xml	Hash	Table*	null	,31
13956,_xmlHashTable*,,xml	Hash	Table*	null	,31
13957,_xmlHashTable*,,xml	Hash	Table*	null	,31
13958,_xmlHashTable*,,xml	Hash	Table*	null	,31
13959,_xmlHashTable*,,xml	Hash	Table*	null	,31
13960,_xmlHashTable*,,xml	Hash	Table*	null	,31
13961,_xmlHashTable*,,xml	Hash	Table*	null	,31
13962,i8*,,i8*	null	,7
13963,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13964,_xmlSchemaElement*,,xml	Schema	Element*	null	,-1
13965,i32,2,i32	constant	,1
13966,i32,0,i32	constant	,1
13967,i8*,,i8*	null	,7
13968,i32,1,i32	constant	,1
13969,i32,0,i32	constant	,1
13970,i32,16,i32	constant	,1
13971,i32,0,i32	constant	,1
13972,i32,8,i32	constant	,1
13973,i32,0,i32	constant	,1
13974,i32,4,i32	constant	,1
13975,i32,0,i32	constant	,1
13976,i32,8,i32	constant	,1
13977,i32,0,i32	constant	,1
13978,i32,4,i32	constant	,1
13979,i32,0,i32	constant	,1
13980,i32,16,i32	constant	,1
13981,i32,0,i32	constant	,1
13982,i32,1,i32	constant	,1
13983,i32,0,i32	constant	,1
13984,i8*,,i8*	null	,7
13985,i8*,,i8*	null	,7
13986,i8*,,i8*	null	,7
13987,_xmlSchemaType*,,xml	Schema	Type*	null	,53
13988,i8*,,i8*	null	,7
13989,i8*,,i8*	null	,7
13990,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13991,i8*,,i8*	null	,7
13992,_xmlSchemaType*,,xml	Schema	Type*	null	,53
13993,i8*,,i8*	null	,7
13994,i8*,,i8*	null	,7
13995,i8*,,i8*	null	,7
13996,i8*,,i8*	null	,7
13997,i8*,,i8*	null	,7
13998,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
13999,i32,5,i32	constant	,1
14000,_xmlSchemaType*,,xml	Schema	Type*	null	,53
14001,_IO_FILE*,,I	O	F	I	L	E*	null	,14
14002,_xmlSchema*,,xml	Schema*	null	,64
14003,i8*,,i8*	null	,7
14004,i8*,,i8*	null	,7
14005,_xmlSchemaAnnot*,,xml	Schema	Annot*	null	,87
14006,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
14007,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
14008,_xmlHashTable*,,xml	Hash	Table*	null	,31
14009,_xmlSchemaRedef*,,xml	Schema	Redef*	null	,-1
14010,_xmlDict*,,xml	Dict*	null	,35
14011,_xmlSchemaParserCtxt*,,xml	Schema	Parser	Ctxt*	null	,85
14012,_xmlSchemaItemList*,,xml	Schema	Item	List*	null	,86
14013,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14014,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14015,i8*,,i8*	null	,7
14016,i8*,,i8*	null	,7
14017,i8*,,i8*	null	,7
14018,i8*,,i8*	null	,7
14019,i8*,,i8*	null	,7
14020,,internal global i32 0,	constant	,6
14021,i32,0,i32	constant	,1
14022,i8*,,i8*	null	,7
14023,i32,1,i32	constant	,1
14024,_xmlSchemaType*,,xml	Schema	Type*	null	,53
14025,i8*,,i8*	null	,7
14026,i32,0,i32	constant	,1
14027,i32,10,i32	constant	,1
14028,i32,9,i32	constant	,1
14029,i32,13,i32	constant	,1
14030,i32,0,i32	constant	,1
14031,i32,10,i32	constant	,1
14032,i32,9,i32	constant	,1
14033,i32,13,i32	constant	,1
14034,i32,0,i32	constant	,1
14035,i8*,,i8*	null	,7
14036,i32,32,i32	constant	,1
14037,i32,0,i32	constant	,1
14038,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14039,_xmlSchemaType*,,xml	Schema	Type*	null	,53
14040,_xmlSchemaParticle*,,xml	Schema	Particle*	null	,-1
14041,,internal global i32 0,	constant	,6
14042,i32,0,i32	constant	,1
14043,_xmlSchemaParticle*,,xml	Schema	Particle*	null	,-1
14044,_xmlSchemaModelGroup*,,xml	Schema	Model	Group*	null	,-1
14045,_xmlSchemaParticle*,,xml	Schema	Particle*	null	,-1
14046,_xmlSchemaWildcard*,,xml	Schema	Wildcard*	null	,-1
14047,_xmlSchemaWildcard*,,xml	Schema	Wildcard*	null	,-1
14048,,internal global i32 0,	constant	,6
14049,i32,0,i32	constant	,1
14050,_xmlSchemaType*,,xml	Schema	Type*	null	,53
14051,i32,1,i32	constant	,1
14052,i32,1006,i32	constant	,1
14053,i32,1008,i32	constant	,1
14054,i32,1009,i32	constant	,1
14055,i32,1011,i32	constant	,1
14056,i32,1010,i32	constant	,1
14057,i32,1006,i32	constant	,1
14058,i32,1007,i32	constant	,1
14059,i32,1008,i32	constant	,1
14060,i32,1004,i32	constant	,1
14061,i32,1005,i32	constant	,1
14062,i32,1006,i32	constant	,1
14063,i32,1008,i32	constant	,1
14064,i32,1007,i32	constant	,1
14065,i32,1002,i32	constant	,1
14066,i32,1003,i32	constant	,1
14067,i32,1000,i32	constant	,1
14068,i32,1001,i32	constant	,1
14069,i32,1006,i32	constant	,1
14070,i32,1007,i32	constant	,1
14071,i32,1008,i32	constant	,1
14072,i32,1002,i32	constant	,1
14073,i32,1003,i32	constant	,1
14074,i32,1000,i32	constant	,1
14075,i32,1001,i32	constant	,1
14076,,internal global i32 0,	constant	,6
14077,i32,0,i32	constant	,1
14078,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14079,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14080,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14081,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14082,i32,15,i32	constant	,1
14083,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14084,i32,1,i32	constant	,1
14085,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14086,_xmlSchemaVal*,,xml	Schema	Val*	null	,55
14087,i8*,,i8*	null	,7
14088,i8*,,i8*	null	,7
14089,i32,0,i32	constant	,1
14090,i8*,,i8*	null	,7
14091,i8*,,i8*	null	,7
14092,i32,0,i32	constant	,1
14093,i32,0,i32	constant	,1
14094,i8*,,i8*	null	,7
14095,i8*,,i8*	null	,7
14096,i8,0,i	,28
14097,i8*,,i8*	null	,7
14098,i8*,,i8*	null	,7
14099,i8*,,i8*	null	,7
14100,i32,0,i32	constant	,1
14101,i32,0,i32	constant	,1
14102,i32,58,i32	constant	,1
14103,i8,0,i	,28
14104,i32,0,i32	constant	,1
14105,i8*,,i8*	null	,7
14106,i8*,,i8*	null	,7
14107,i8*,,i8*	null	,7
14108,i8*,,i8*	null	,7
14109,i32,0,i32	constant	,1
14110,i32,0,i32	constant	,1
14111,i32,0,i32	constant	,1
14112,i8*,,i8*	null	,7
14113,i8*,,i8*	null	,7
14114,i32,-1,i32	constant	,1
14115,i32,0,i32	constant	,1
14116,i32,0,i32	constant	,1
14117,i32,0,i32	constant	,1
14118,i8*,,i8*	null	,7
14119,i32,0,i32	constant	,1
14120,i8*,,i8*	null	,7
14121,i8*,,i8*	null	,7
14122,i32,0,i32	constant	,1
14123,i32,0,i32	constant	,1
14124,i32,0,i32	constant	,1
14125,i8*,,i8*	null	,7
14126,i8*,,i8*	null	,7
14127,i32,0,i32	constant	,1
14128,i32,0,i32	constant	,1
14129,i32,0,i32	constant	,1
14130,i8*,,i8*	null	,7
14131,i32,0,i32	constant	,1
14132,i32,0,i32	constant	,1
14133,i32,0,i32	constant	,1
14134,i32,0,i32	constant	,1
14135,i8*,,i8*	null	,7
14136,i32,0,i32	constant	,1
14137,i32,0,i32	constant	,1
14138,i8*,,i8*	null	,7
14139,i32,0,i32	constant	,1
14140,i8*,,i8*	null	,7
14141,i32,0,i32	constant	,1
14142,i8*,,i8*	null	,7
14143,i8*,,i8*	null	,7
14144,i8*,,i8*	null	,7
14145,i32,0,i32	constant	,1
14146,i32,0,i32	constant	,1
14147,i8*,,i8*	null	,7
14148,i8*,,i8*	null	,7
14149,i8*,,i8*	null	,7
14150,i8*,,i8*	null	,7
14151,i8*,,i8*	null	,7
14152,i32,0,i32	constant	,1
14153,i8*,,i8*	null	,7
14154,i8*,,i8*	null	,7
14155,i8*,,i8*	null	,7
14156,i8*,,i8*	null	,7
14157,i8*,,i8*	null	,7
14158,i32,128,i32	constant	,1
14159,i32,64,i32	constant	,1
14160,i32,0,i32	constant	,1
14161,i32,0,i32	constant	,1
14162,i32,0,i32	constant	,1
14163,i8*,,i8*	null	,7
14164,i8*,,i8*	null	,7
14165,i8*,,i8*	null	,7
14166,i32,0,i32	constant	,1
14167,i32,128,i32	constant	,1
14168,i32,0,i32	constant	,1
14169,i32,192,i32	constant	,1
14170,i32,128,i32	constant	,1
14171,i32,224,i32	constant	,1
14172,i32,192,i32	constant	,1
14173,i32,128,i32	constant	,1
14174,i32,240,i32	constant	,1
14175,i32,192,i32	constant	,1
14176,i32,128,i32	constant	,1
14177,i32,248,i32	constant	,1
14178,i32,240,i32	constant	,1
14179,i8*,,i8*	null	,7
14180,i32,0,i32	constant	,1
14181,i8*,,i8*	null	,7
14182,i32*,,i	null	,26
14183,i32,1,i32	constant	,1
14184,i32,128,i32	constant	,1
14185,i32,0,i32	constant	,1
14186,i32,2,i32	constant	,1
14187,i32,192,i32	constant	,1
14188,i32,128,i32	constant	,1
14189,i32,224,i32	constant	,1
14190,i32,3,i32	constant	,1
14191,i32,192,i32	constant	,1
14192,i32,128,i32	constant	,1
14193,i32,240,i32	constant	,1
14194,i32,4,i32	constant	,1
14195,i32,192,i32	constant	,1
14196,i32,128,i32	constant	,1
14197,i32,248,i32	constant	,1
14198,i32,240,i32	constant	,1
14199,i32*,,i	null	,26
14200,i8*,,i8*	null	,7
14201,i8,0,i	,28
14202,i32,128,i32	constant	,1
14203,i32,0,i32	constant	,1
14204,i32,224,i32	constant	,1
14205,i32,192,i32	constant	,1
14206,i32,192,i32	constant	,1
14207,i32,128,i32	constant	,1
14208,i32,240,i32	constant	,1
