index,type,value,combination
1960,i32,xmlUCSIsArabic(i32 code ),i32	xml	U	C	S	Is	Arabic	i32	code	
1961,i32,xmlUCSIsArabicPresentationFormsA(i32 code ),i32	xml	U	C	S	Is	Arabic	Presentation	Forms	A	i32	code	
1962,i32,xmlUCSIsArabicPresentationFormsA(i32 code ),i32	xml	U	C	S	Is	Arabic	Presentation	Forms	A	i32	code	
1963,i32,xmlUCSIsArabicPresentationFormsB(i32 code ),i32	xml	U	C	S	Is	Arabic	Presentation	Forms	B	i32	code	
1964,i32,xmlUCSIsArabicPresentationFormsB(i32 code ),i32	xml	U	C	S	Is	Arabic	Presentation	Forms	B	i32	code	
1965,i32,xmlUCSIsArmenian(i32 code ),i32	xml	U	C	S	Is	Armenian	i32	code	
1966,i32,xmlUCSIsArmenian(i32 code ),i32	xml	U	C	S	Is	Armenian	i32	code	
1967,i32,xmlUCSIsArrows(i32 code ),i32	xml	U	C	S	Is	Arrows	i32	code	
1968,i32,xmlUCSIsArrows(i32 code ),i32	xml	U	C	S	Is	Arrows	i32	code	
1969,i32,xmlUCSIsBasicLatin(i32 code ),i32	xml	U	C	S	Is	Basic	Latin	i32	code	
1970,i32,xmlUCSIsBasicLatin(i32 code ),i32	xml	U	C	S	Is	Basic	Latin	i32	code	
1971,i32,xmlUCSIsBengali(i32 code ),i32	xml	U	C	S	Is	Bengali	i32	code	
1972,i32,xmlUCSIsBengali(i32 code ),i32	xml	U	C	S	Is	Bengali	i32	code	
1973,i32,xmlUCSIsBlockElements(i32 code ),i32	xml	U	C	S	Is	Block	Elements	i32	code	
1974,i32,xmlUCSIsBlockElements(i32 code ),i32	xml	U	C	S	Is	Block	Elements	i32	code	
1975,i32,xmlUCSIsBopomofo(i32 code ),i32	xml	U	C	S	Is	Bopomofo	i32	code	
1976,i32,xmlUCSIsBopomofo(i32 code ),i32	xml	U	C	S	Is	Bopomofo	i32	code	
1977,i32,xmlUCSIsBopomofoExtended(i32 code ),i32	xml	U	C	S	Is	Bopomofo	Extended	i32	code	
1978,i32,xmlUCSIsBopomofoExtended(i32 code ),i32	xml	U	C	S	Is	Bopomofo	Extended	i32	code	
1979,i32,xmlUCSIsBoxDrawing(i32 code ),i32	xml	U	C	S	Is	Box	Drawing	i32	code	
1980,i32,xmlUCSIsBoxDrawing(i32 code ),i32	xml	U	C	S	Is	Box	Drawing	i32	code	
1981,i32,xmlUCSIsBraillePatterns(i32 code ),i32	xml	U	C	S	Is	Braille	Patterns	i32	code	
1982,i32,xmlUCSIsBraillePatterns(i32 code ),i32	xml	U	C	S	Is	Braille	Patterns	i32	code	
1983,i32,xmlUCSIsBuhid(i32 code ),i32	xml	U	C	S	Is	Buhid	i32	code	
1984,i32,xmlUCSIsBuhid(i32 code ),i32	xml	U	C	S	Is	Buhid	i32	code	
1985,i32,xmlUCSIsByzantineMusicalSymbols(i32 code ),i32	xml	U	C	S	Is	Byzantine	Musical	Symbols	i32	code	
1986,i32,xmlUCSIsByzantineMusicalSymbols(i32 code ),i32	xml	U	C	S	Is	Byzantine	Musical	Symbols	i32	code	
1987,i32,xmlUCSIsCJKCompatibility(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	i32	code	
1988,i32,xmlUCSIsCJKCompatibility(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	i32	code	
1989,i32,xmlUCSIsCJKCompatibilityForms(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	Forms	i32	code	
1990,i32,xmlUCSIsCJKCompatibilityForms(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	Forms	i32	code	
1991,i32,xmlUCSIsCJKCompatibilityIdeographs(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	Ideographs	i32	code	
1992,i32,xmlUCSIsCJKCompatibilityIdeographs(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	Ideographs	i32	code	
1993,i32,xmlUCSIsCJKCompatibilityIdeographsSupplement(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	Ideographs	Supplement	i32	code	
1994,i32,xmlUCSIsCJKCompatibilityIdeographsSupplement(i32 code ),i32	xml	U	C	S	Is	C	J	K	Compatibility	Ideographs	Supplement	i32	code	
1995,i32,xmlUCSIsCJKRadicalsSupplement(i32 code ),i32	xml	U	C	S	Is	C	J	K	Radicals	Supplement	i32	code	
1996,i32,xmlUCSIsCJKRadicalsSupplement(i32 code ),i32	xml	U	C	S	Is	C	J	K	Radicals	Supplement	i32	code	
1997,i32,xmlUCSIsCJKSymbolsandPunctuation(i32 code ),i32	xml	U	C	S	Is	C	J	K	Symbolsand	Punctuation	i32	code	
1998,i32,xmlUCSIsCJKSymbolsandPunctuation(i32 code ),i32	xml	U	C	S	Is	C	J	K	Symbolsand	Punctuation	i32	code	
1999,i32,xmlUCSIsCJKUnifiedIdeographs(i32 code ),i32	xml	U	C	S	Is	C	J	K	Unified	Ideographs	i32	code	
2000,i32,xmlUCSIsCJKUnifiedIdeographs(i32 code ),i32	xml	U	C	S	Is	C	J	K	Unified	Ideographs	i32	code	
2001,i32,xmlUCSIsCJKUnifiedIdeographsExtensionA(i32 code ),i32	xml	U	C	S	Is	C	J	K	Unified	Ideographs	Extension	A	i32	code	
2002,i32,xmlUCSIsCJKUnifiedIdeographsExtensionA(i32 code ),i32	xml	U	C	S	Is	C	J	K	Unified	Ideographs	Extension	A	i32	code	
2003,i32,xmlUCSIsCJKUnifiedIdeographsExtensionB(i32 code ),i32	xml	U	C	S	Is	C	J	K	Unified	Ideographs	Extension	B	i32	code	
2004,i32,xmlUCSIsCJKUnifiedIdeographsExtensionB(i32 code ),i32	xml	U	C	S	Is	C	J	K	Unified	Ideographs	Extension	B	i32	code	
2005,i32,xmlUCSIsCherokee(i32 code ),i32	xml	U	C	S	Is	Cherokee	i32	code	
2006,i32,xmlUCSIsCherokee(i32 code ),i32	xml	U	C	S	Is	Cherokee	i32	code	
2007,i32,xmlUCSIsCombiningDiacriticalMarks(i32 code ),i32	xml	U	C	S	Is	Combining	Diacritical	Marks	i32	code	
2008,i32,xmlUCSIsCombiningDiacriticalMarks(i32 code ),i32	xml	U	C	S	Is	Combining	Diacritical	Marks	i32	code	
2009,i32,xmlUCSIsCombiningDiacriticalMarksforSymbols(i32 code ),i32	xml	U	C	S	Is	Combining	Diacritical	Marksfor	Symbols	i32	code	
2010,i32,xmlUCSIsCombiningDiacriticalMarksforSymbols(i32 code ),i32	xml	U	C	S	Is	Combining	Diacritical	Marksfor	Symbols	i32	code	
2011,i32,xmlUCSIsCombiningHalfMarks(i32 code ),i32	xml	U	C	S	Is	Combining	Half	Marks	i32	code	
2012,i32,xmlUCSIsCombiningHalfMarks(i32 code ),i32	xml	U	C	S	Is	Combining	Half	Marks	i32	code	
2013,i32,xmlUCSIsCombiningMarksforSymbols(i32 code ),i32	xml	U	C	S	Is	Combining	Marksfor	Symbols	i32	code	
2014,i32,xmlUCSIsCombiningMarksforSymbols(i32 code ),i32	xml	U	C	S	Is	Combining	Marksfor	Symbols	i32	code	
2015,i32,xmlUCSIsControlPictures(i32 code ),i32	xml	U	C	S	Is	Control	Pictures	i32	code	
2016,i32,xmlUCSIsControlPictures(i32 code ),i32	xml	U	C	S	Is	Control	Pictures	i32	code	
2017,i32,xmlUCSIsCurrencySymbols(i32 code ),i32	xml	U	C	S	Is	Currency	Symbols	i32	code	
2018,i32,xmlUCSIsCurrencySymbols(i32 code ),i32	xml	U	C	S	Is	Currency	Symbols	i32	code	
2019,i32,xmlUCSIsCypriotSyllabary(i32 code ),i32	xml	U	C	S	Is	Cypriot	Syllabary	i32	code	
2020,i32,xmlUCSIsCypriotSyllabary(i32 code ),i32	xml	U	C	S	Is	Cypriot	Syllabary	i32	code	
2021,i32,xmlUCSIsCyrillic(i32 code ),i32	xml	U	C	S	Is	Cyrillic	i32	code	
2022,i32,xmlUCSIsCyrillic(i32 code ),i32	xml	U	C	S	Is	Cyrillic	i32	code	
2023,i32,xmlUCSIsCyrillicSupplement(i32 code ),i32	xml	U	C	S	Is	Cyrillic	Supplement	i32	code	
2024,i32,xmlUCSIsCyrillicSupplement(i32 code ),i32	xml	U	C	S	Is	Cyrillic	Supplement	i32	code	
2025,i32,xmlUCSIsDeseret(i32 code ),i32	xml	U	C	S	Is	Deseret	i32	code	
2026,i32,xmlUCSIsDeseret(i32 code ),i32	xml	U	C	S	Is	Deseret	i32	code	
2027,i32,xmlUCSIsDevanagari(i32 code ),i32	xml	U	C	S	Is	Devanagari	i32	code	
2028,i32,xmlUCSIsDevanagari(i32 code ),i32	xml	U	C	S	Is	Devanagari	i32	code	
2029,i32,xmlUCSIsDingbats(i32 code ),i32	xml	U	C	S	Is	Dingbats	i32	code	
2030,i32,xmlUCSIsDingbats(i32 code ),i32	xml	U	C	S	Is	Dingbats	i32	code	
2031,i32,xmlUCSIsEnclosedAlphanumerics(i32 code ),i32	xml	U	C	S	Is	Enclosed	Alphanumerics	i32	code	
2032,i32,xmlUCSIsEnclosedAlphanumerics(i32 code ),i32	xml	U	C	S	Is	Enclosed	Alphanumerics	i32	code	
2033,i32,xmlUCSIsEnclosedCJKLettersandMonths(i32 code ),i32	xml	U	C	S	Is	Enclosed	C	J	K	Lettersand	Months	i32	code	
2034,i32,xmlUCSIsEnclosedCJKLettersandMonths(i32 code ),i32	xml	U	C	S	Is	Enclosed	C	J	K	Lettersand	Months	i32	code	
2035,i32,xmlUCSIsEthiopic(i32 code ),i32	xml	U	C	S	Is	Ethiopic	i32	code	
2036,i32,xmlUCSIsEthiopic(i32 code ),i32	xml	U	C	S	Is	Ethiopic	i32	code	
2037,i32,xmlUCSIsGeneralPunctuation(i32 code ),i32	xml	U	C	S	Is	General	Punctuation	i32	code	
2038,i32,xmlUCSIsGeneralPunctuation(i32 code ),i32	xml	U	C	S	Is	General	Punctuation	i32	code	
2039,i32,xmlUCSIsGeometricShapes(i32 code ),i32	xml	U	C	S	Is	Geometric	Shapes	i32	code	
2040,i32,xmlUCSIsGeometricShapes(i32 code ),i32	xml	U	C	S	Is	Geometric	Shapes	i32	code	
2041,i32,xmlUCSIsGeorgian(i32 code ),i32	xml	U	C	S	Is	Georgian	i32	code	
2042,i32,xmlUCSIsGeorgian(i32 code ),i32	xml	U	C	S	Is	Georgian	i32	code	
2043,i32,xmlUCSIsGothic(i32 code ),i32	xml	U	C	S	Is	Gothic	i32	code	
2044,i32,xmlUCSIsGothic(i32 code ),i32	xml	U	C	S	Is	Gothic	i32	code	
2045,i32,xmlUCSIsGreek(i32 code ),i32	xml	U	C	S	Is	Greek	i32	code	
2046,i32,xmlUCSIsGreek(i32 code ),i32	xml	U	C	S	Is	Greek	i32	code	
2047,i32,xmlUCSIsGreekExtended(i32 code ),i32	xml	U	C	S	Is	Greek	Extended	i32	code	
2048,i32,xmlUCSIsGreekExtended(i32 code ),i32	xml	U	C	S	Is	Greek	Extended	i32	code	
2049,i32,xmlUCSIsGreekandCoptic(i32 code ),i32	xml	U	C	S	Is	Greekand	Coptic	i32	code	
2050,i32,xmlUCSIsGreekandCoptic(i32 code ),i32	xml	U	C	S	Is	Greekand	Coptic	i32	code	
2051,i32,xmlUCSIsGujarati(i32 code ),i32	xml	U	C	S	Is	Gujarati	i32	code	
2052,i32,xmlUCSIsGujarati(i32 code ),i32	xml	U	C	S	Is	Gujarati	i32	code	
2053,i32,xmlUCSIsGurmukhi(i32 code ),i32	xml	U	C	S	Is	Gurmukhi	i32	code	
2054,i32,xmlUCSIsGurmukhi(i32 code ),i32	xml	U	C	S	Is	Gurmukhi	i32	code	
2055,i32,xmlUCSIsHalfwidthandFullwidthForms(i32 code ),i32	xml	U	C	S	Is	Halfwidthand	Fullwidth	Forms	i32	code	
2056,i32,xmlUCSIsHalfwidthandFullwidthForms(i32 code ),i32	xml	U	C	S	Is	Halfwidthand	Fullwidth	Forms	i32	code	
2057,i32,xmlUCSIsHangulCompatibilityJamo(i32 code ),i32	xml	U	C	S	Is	Hangul	Compatibility	Jamo	i32	code	
2058,i32,xmlUCSIsHangulCompatibilityJamo(i32 code ),i32	xml	U	C	S	Is	Hangul	Compatibility	Jamo	i32	code	
2059,i32,xmlUCSIsHangulJamo(i32 code ),i32	xml	U	C	S	Is	Hangul	Jamo	i32	code	
2060,i32,xmlUCSIsHangulJamo(i32 code ),i32	xml	U	C	S	Is	Hangul	Jamo	i32	code	
2061,i32,xmlUCSIsHangulSyllables(i32 code ),i32	xml	U	C	S	Is	Hangul	Syllables	i32	code	
2062,i32,xmlUCSIsHangulSyllables(i32 code ),i32	xml	U	C	S	Is	Hangul	Syllables	i32	code	
2063,i32,xmlUCSIsHanunoo(i32 code ),i32	xml	U	C	S	Is	Hanunoo	i32	code	
2064,i32,xmlUCSIsHanunoo(i32 code ),i32	xml	U	C	S	Is	Hanunoo	i32	code	
2065,i32,xmlUCSIsHebrew(i32 code ),i32	xml	U	C	S	Is	Hebrew	i32	code	
2066,i32,xmlUCSIsHebrew(i32 code ),i32	xml	U	C	S	Is	Hebrew	i32	code	
2067,i32,xmlUCSIsHighPrivateUseSurrogates(i32 code ),i32	xml	U	C	S	Is	High	Private	Use	Surrogates	i32	code	
2068,i32,xmlUCSIsHighPrivateUseSurrogates(i32 code ),i32	xml	U	C	S	Is	High	Private	Use	Surrogates	i32	code	
2069,i32,xmlUCSIsHighSurrogates(i32 code ),i32	xml	U	C	S	Is	High	Surrogates	i32	code	
2070,i32,xmlUCSIsHighSurrogates(i32 code ),i32	xml	U	C	S	Is	High	Surrogates	i32	code	
2071,i32,xmlUCSIsHiragana(i32 code ),i32	xml	U	C	S	Is	Hiragana	i32	code	
2072,i32,xmlUCSIsHiragana(i32 code ),i32	xml	U	C	S	Is	Hiragana	i32	code	
2073,i32,xmlUCSIsIPAExtensions(i32 code ),i32	xml	U	C	S	Is	I	P	A	Extensions	i32	code	
2074,i32,xmlUCSIsIPAExtensions(i32 code ),i32	xml	U	C	S	Is	I	P	A	Extensions	i32	code	
2075,i32,xmlUCSIsIdeographicDescriptionCharacters(i32 code ),i32	xml	U	C	S	Is	Ideographic	Description	Characters	i32	code	
2076,i32,xmlUCSIsIdeographicDescriptionCharacters(i32 code ),i32	xml	U	C	S	Is	Ideographic	Description	Characters	i32	code	
2077,i32,xmlUCSIsKanbun(i32 code ),i32	xml	U	C	S	Is	Kanbun	i32	code	
2078,i32,xmlUCSIsKanbun(i32 code ),i32	xml	U	C	S	Is	Kanbun	i32	code	
2079,i32,xmlUCSIsKangxiRadicals(i32 code ),i32	xml	U	C	S	Is	Kangxi	Radicals	i32	code	
2080,i32,xmlUCSIsKangxiRadicals(i32 code ),i32	xml	U	C	S	Is	Kangxi	Radicals	i32	code	
2081,i32,xmlUCSIsKannada(i32 code ),i32	xml	U	C	S	Is	Kannada	i32	code	
2082,i32,xmlUCSIsKannada(i32 code ),i32	xml	U	C	S	Is	Kannada	i32	code	
2083,i32,xmlUCSIsKatakana(i32 code ),i32	xml	U	C	S	Is	Katakana	i32	code	
2084,i32,xmlUCSIsKatakana(i32 code ),i32	xml	U	C	S	Is	Katakana	i32	code	
2085,i32,xmlUCSIsKatakanaPhoneticExtensions(i32 code ),i32	xml	U	C	S	Is	Katakana	Phonetic	Extensions	i32	code	
2086,i32,xmlUCSIsKatakanaPhoneticExtensions(i32 code ),i32	xml	U	C	S	Is	Katakana	Phonetic	Extensions	i32	code	
2087,i32,xmlUCSIsKhmer(i32 code ),i32	xml	U	C	S	Is	Khmer	i32	code	
2088,i32,xmlUCSIsKhmer(i32 code ),i32	xml	U	C	S	Is	Khmer	i32	code	
2089,i32,xmlUCSIsKhmerSymbols(i32 code ),i32	xml	U	C	S	Is	Khmer	Symbols	i32	code	
2090,i32,xmlUCSIsKhmerSymbols(i32 code ),i32	xml	U	C	S	Is	Khmer	Symbols	i32	code	
2091,i32,xmlUCSIsLao(i32 code ),i32	xml	U	C	S	Is	Lao	i32	code	
2092,i32,xmlUCSIsLao(i32 code ),i32	xml	U	C	S	Is	Lao	i32	code	
2093,i32,xmlUCSIsLatin1Supplement(i32 code ),i32	xml	U	C	S	Is	Latin1	Supplement	i32	code	
2094,i32,xmlUCSIsLatin1Supplement(i32 code ),i32	xml	U	C	S	Is	Latin1	Supplement	i32	code	
2095,i32,xmlUCSIsLatinExtendedA(i32 code ),i32	xml	U	C	S	Is	Latin	Extended	A	i32	code	
2096,i32,xmlUCSIsLatinExtendedA(i32 code ),i32	xml	U	C	S	Is	Latin	Extended	A	i32	code	
2097,i32,xmlUCSIsLatinExtendedB(i32 code ),i32	xml	U	C	S	Is	Latin	Extended	B	i32	code	
2098,i32,xmlUCSIsLatinExtendedB(i32 code ),i32	xml	U	C	S	Is	Latin	Extended	B	i32	code	
2099,i32,xmlUCSIsLatinExtendedAdditional(i32 code ),i32	xml	U	C	S	Is	Latin	Extended	Additional	i32	code	
2100,i32,xmlUCSIsLatinExtendedAdditional(i32 code ),i32	xml	U	C	S	Is	Latin	Extended	Additional	i32	code	
2101,i32,xmlUCSIsLetterlikeSymbols(i32 code ),i32	xml	U	C	S	Is	Letterlike	Symbols	i32	code	
2102,i32,xmlUCSIsLetterlikeSymbols(i32 code ),i32	xml	U	C	S	Is	Letterlike	Symbols	i32	code	
2103,i32,xmlUCSIsLimbu(i32 code ),i32	xml	U	C	S	Is	Limbu	i32	code	
2104,i32,xmlUCSIsLimbu(i32 code ),i32	xml	U	C	S	Is	Limbu	i32	code	
2105,i32,xmlUCSIsLinearBIdeograms(i32 code ),i32	xml	U	C	S	Is	Linear	B	Ideograms	i32	code	
2106,i32,xmlUCSIsLinearBIdeograms(i32 code ),i32	xml	U	C	S	Is	Linear	B	Ideograms	i32	code	
2107,i32,xmlUCSIsLinearBSyllabary(i32 code ),i32	xml	U	C	S	Is	Linear	B	Syllabary	i32	code	
2108,i32,xmlUCSIsLinearBSyllabary(i32 code ),i32	xml	U	C	S	Is	Linear	B	Syllabary	i32	code	
2109,i32,xmlUCSIsLowSurrogates(i32 code ),i32	xml	U	C	S	Is	Low	Surrogates	i32	code	
2110,i32,xmlUCSIsLowSurrogates(i32 code ),i32	xml	U	C	S	Is	Low	Surrogates	i32	code	
2111,i32,xmlUCSIsMalayalam(i32 code ),i32	xml	U	C	S	Is	Malayalam	i32	code	
2112,i32,xmlUCSIsMalayalam(i32 code ),i32	xml	U	C	S	Is	Malayalam	i32	code	
2113,i32,xmlUCSIsMathematicalAlphanumericSymbols(i32 code ),i32	xml	U	C	S	Is	Mathematical	Alphanumeric	Symbols	i32	code	
2114,i32,xmlUCSIsMathematicalAlphanumericSymbols(i32 code ),i32	xml	U	C	S	Is	Mathematical	Alphanumeric	Symbols	i32	code	
2115,i32,xmlUCSIsMathematicalOperators(i32 code ),i32	xml	U	C	S	Is	Mathematical	Operators	i32	code	
2116,i32,xmlUCSIsMathematicalOperators(i32 code ),i32	xml	U	C	S	Is	Mathematical	Operators	i32	code	
2117,i32,xmlUCSIsMiscellaneousMathematicalSymbolsA(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Mathematical	Symbols	A	i32	code	
2118,i32,xmlUCSIsMiscellaneousMathematicalSymbolsA(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Mathematical	Symbols	A	i32	code	
2119,i32,xmlUCSIsMiscellaneousMathematicalSymbolsB(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Mathematical	Symbols	B	i32	code	
2120,i32,xmlUCSIsMiscellaneousMathematicalSymbolsB(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Mathematical	Symbols	B	i32	code	
2121,i32,xmlUCSIsMiscellaneousSymbols(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Symbols	i32	code	
2122,i32,xmlUCSIsMiscellaneousSymbols(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Symbols	i32	code	
2123,i32,xmlUCSIsMiscellaneousSymbolsandArrows(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Symbolsand	Arrows	i32	code	
2124,i32,xmlUCSIsMiscellaneousSymbolsandArrows(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Symbolsand	Arrows	i32	code	
2125,i32,xmlUCSIsMiscellaneousTechnical(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Technical	i32	code	
2126,i32,xmlUCSIsMiscellaneousTechnical(i32 code ),i32	xml	U	C	S	Is	Miscellaneous	Technical	i32	code	
2127,i32,xmlUCSIsMongolian(i32 code ),i32	xml	U	C	S	Is	Mongolian	i32	code	
2128,i32,xmlUCSIsMongolian(i32 code ),i32	xml	U	C	S	Is	Mongolian	i32	code	
2129,i32,xmlUCSIsMusicalSymbols(i32 code ),i32	xml	U	C	S	Is	Musical	Symbols	i32	code	
2130,i32,xmlUCSIsMusicalSymbols(i32 code ),i32	xml	U	C	S	Is	Musical	Symbols	i32	code	
2131,i32,xmlUCSIsMyanmar(i32 code ),i32	xml	U	C	S	Is	Myanmar	i32	code	
2132,i32,xmlUCSIsMyanmar(i32 code ),i32	xml	U	C	S	Is	Myanmar	i32	code	
2133,i32,xmlUCSIsNumberForms(i32 code ),i32	xml	U	C	S	Is	Number	Forms	i32	code	
2134,i32,xmlUCSIsNumberForms(i32 code ),i32	xml	U	C	S	Is	Number	Forms	i32	code	
2135,i32,xmlUCSIsOgham(i32 code ),i32	xml	U	C	S	Is	Ogham	i32	code	
2136,i32,xmlUCSIsOgham(i32 code ),i32	xml	U	C	S	Is	Ogham	i32	code	
2137,i32,xmlUCSIsOldItalic(i32 code ),i32	xml	U	C	S	Is	Old	Italic	i32	code	
2138,i32,xmlUCSIsOldItalic(i32 code ),i32	xml	U	C	S	Is	Old	Italic	i32	code	
2139,i32,xmlUCSIsOpticalCharacterRecognition(i32 code ),i32	xml	U	C	S	Is	Optical	Character	Recognition	i32	code	
2140,i32,xmlUCSIsOpticalCharacterRecognition(i32 code ),i32	xml	U	C	S	Is	Optical	Character	Recognition	i32	code	
2141,i32,xmlUCSIsOriya(i32 code ),i32	xml	U	C	S	Is	Oriya	i32	code	
2142,i32,xmlUCSIsOriya(i32 code ),i32	xml	U	C	S	Is	Oriya	i32	code	
2143,i32,xmlUCSIsOsmanya(i32 code ),i32	xml	U	C	S	Is	Osmanya	i32	code	
2144,i32,xmlUCSIsOsmanya(i32 code ),i32	xml	U	C	S	Is	Osmanya	i32	code	
2145,i32,xmlUCSIsPhoneticExtensions(i32 code ),i32	xml	U	C	S	Is	Phonetic	Extensions	i32	code	
2146,i32,xmlUCSIsPhoneticExtensions(i32 code ),i32	xml	U	C	S	Is	Phonetic	Extensions	i32	code	
2147,i32,xmlUCSIsPrivateUse(i32 code ),i32	xml	U	C	S	Is	Private	Use	i32	code	
2148,i32,xmlUCSIsPrivateUse(i32 code ),i32	xml	U	C	S	Is	Private	Use	i32	code	
2149,i32,xmlUCSIsPrivateUse(i32 code ),i32	xml	U	C	S	Is	Private	Use	i32	code	
2150,i32,xmlUCSIsPrivateUse(i32 code ),i32	xml	U	C	S	Is	Private	Use	i32	code	
2151,i32,xmlUCSIsPrivateUse(i32 code ),i32	xml	U	C	S	Is	Private	Use	i32	code	
2152,i32,xmlUCSIsPrivateUse(i32 code ),i32	xml	U	C	S	Is	Private	Use	i32	code	
2153,i32,xmlUCSIsPrivateUseArea(i32 code ),i32	xml	U	C	S	Is	Private	Use	Area	i32	code	
2154,i32,xmlUCSIsPrivateUseArea(i32 code ),i32	xml	U	C	S	Is	Private	Use	Area	i32	code	
2155,i32,xmlUCSIsRunic(i32 code ),i32	xml	U	C	S	Is	Runic	i32	code	
2156,i32,xmlUCSIsRunic(i32 code ),i32	xml	U	C	S	Is	Runic	i32	code	
2157,i32,xmlUCSIsShavian(i32 code ),i32	xml	U	C	S	Is	Shavian	i32	code	
2158,i32,xmlUCSIsShavian(i32 code ),i32	xml	U	C	S	Is	Shavian	i32	code	
2159,i32,xmlUCSIsSinhala(i32 code ),i32	xml	U	C	S	Is	Sinhala	i32	code	
2160,i32,xmlUCSIsSinhala(i32 code ),i32	xml	U	C	S	Is	Sinhala	i32	code	
2161,i32,xmlUCSIsSmallFormVariants(i32 code ),i32	xml	U	C	S	Is	Small	Form	Variants	i32	code	
2162,i32,xmlUCSIsSmallFormVariants(i32 code ),i32	xml	U	C	S	Is	Small	Form	Variants	i32	code	
2163,i32,xmlUCSIsSpacingModifierLetters(i32 code ),i32	xml	U	C	S	Is	Spacing	Modifier	Letters	i32	code	
2164,i32,xmlUCSIsSpacingModifierLetters(i32 code ),i32	xml	U	C	S	Is	Spacing	Modifier	Letters	i32	code	
2165,i32,xmlUCSIsSpecials(i32 code ),i32	xml	U	C	S	Is	Specials	i32	code	
2166,i32,xmlUCSIsSpecials(i32 code ),i32	xml	U	C	S	Is	Specials	i32	code	
2167,i32,xmlUCSIsSuperscriptsandSubscripts(i32 code ),i32	xml	U	C	S	Is	Superscriptsand	Subscripts	i32	code	
2168,i32,xmlUCSIsSuperscriptsandSubscripts(i32 code ),i32	xml	U	C	S	Is	Superscriptsand	Subscripts	i32	code	
2169,i32,xmlUCSIsSupplementalArrowsA(i32 code ),i32	xml	U	C	S	Is	Supplemental	Arrows	A	i32	code	
2170,i32,xmlUCSIsSupplementalArrowsA(i32 code ),i32	xml	U	C	S	Is	Supplemental	Arrows	A	i32	code	
2171,i32,xmlUCSIsSupplementalArrowsB(i32 code ),i32	xml	U	C	S	Is	Supplemental	Arrows	B	i32	code	
2172,i32,xmlUCSIsSupplementalArrowsB(i32 code ),i32	xml	U	C	S	Is	Supplemental	Arrows	B	i32	code	
2173,i32,xmlUCSIsSupplementalMathematicalOperators(i32 code ),i32	xml	U	C	S	Is	Supplemental	Mathematical	Operators	i32	code	
2174,i32,xmlUCSIsSupplementalMathematicalOperators(i32 code ),i32	xml	U	C	S	Is	Supplemental	Mathematical	Operators	i32	code	
2175,i32,xmlUCSIsSupplementaryPrivateUseAreaA(i32 code ),i32	xml	U	C	S	Is	Supplementary	Private	Use	Area	A	i32	code	
2176,i32,xmlUCSIsSupplementaryPrivateUseAreaA(i32 code ),i32	xml	U	C	S	Is	Supplementary	Private	Use	Area	A	i32	code	
2177,i32,xmlUCSIsSupplementaryPrivateUseAreaB(i32 code ),i32	xml	U	C	S	Is	Supplementary	Private	Use	Area	B	i32	code	
2178,i32,xmlUCSIsSupplementaryPrivateUseAreaB(i32 code ),i32	xml	U	C	S	Is	Supplementary	Private	Use	Area	B	i32	code	
2179,i32,xmlUCSIsSyriac(i32 code ),i32	xml	U	C	S	Is	Syriac	i32	code	
2180,i32,xmlUCSIsSyriac(i32 code ),i32	xml	U	C	S	Is	Syriac	i32	code	
2181,i32,xmlUCSIsTagalog(i32 code ),i32	xml	U	C	S	Is	Tagalog	i32	code	
2182,i32,xmlUCSIsTagalog(i32 code ),i32	xml	U	C	S	Is	Tagalog	i32	code	
2183,i32,xmlUCSIsTagbanwa(i32 code ),i32	xml	U	C	S	Is	Tagbanwa	i32	code	
2184,i32,xmlUCSIsTagbanwa(i32 code ),i32	xml	U	C	S	Is	Tagbanwa	i32	code	
2185,i32,xmlUCSIsTags(i32 code ),i32	xml	U	C	S	Is	Tags	i32	code	
2186,i32,xmlUCSIsTags(i32 code ),i32	xml	U	C	S	Is	Tags	i32	code	
2187,i32,xmlUCSIsTaiLe(i32 code ),i32	xml	U	C	S	Is	Tai	Le	i32	code	
2188,i32,xmlUCSIsTaiLe(i32 code ),i32	xml	U	C	S	Is	Tai	Le	i32	code	
2189,i32,xmlUCSIsTaiXuanJingSymbols(i32 code ),i32	xml	U	C	S	Is	Tai	Xuan	Jing	Symbols	i32	code	
