index,type,value,combination,label
1062,_xmlDtd*,"gen_xmlDtdPtr(i32 no ,i32 nr )",xml	Dtd*	gen	xml	Dtd	Ptr	i32	no	i32	nr	,247
1063,_xmlDtd*,"gen_xmlDtdPtr(i32 no ,i32 nr )",xml	Dtd*	gen	xml	Dtd	Ptr	i32	no	i32	nr	,247
1064,void,"des_xmlDtdPtr(i32 no ,_xmlDtd* val ,i32 nr )",void	des	xml	Dtd	Ptr	i32	no	xml	Dtd*	val	i32	nr	,248
1065,void,"des_xmlDtdPtr(i32 no ,_xmlDtd* val ,i32 nr )",void	des	xml	Dtd	Ptr	i32	no	xml	Dtd*	val	i32	nr	,248
1066,_xmlNs*,"gen_xmlNsPtr(i32 no ,i32 nr )",xml	Ns*	gen	xml	Ns	Ptr	i32	no	i32	nr	,-1
1067,void,"des_xmlNsPtr(i32 no ,_xmlNs* val ,i32 nr )",void	des	xml	Ns	Ptr	i32	no	xml	Ns*	val	i32	nr	,-1
1068,_xmlNode*,"gen_xmlNodePtr_in(i32 no ,i32 nr )",xml	Node*	gen	xml	Node	Ptr	in	i32	no	i32	nr	,249
1069,_xmlNode*,"gen_xmlNodePtr_in(i32 no ,i32 nr )",xml	Node*	gen	xml	Node	Ptr	in	i32	no	i32	nr	,249
1070,_xmlTextWriter*,"gen_xmlTextWriterPtr(i32 no ,i32 nr )",xml	Text	Writer*	gen	xml	Text	Writer	Ptr	i32	no	i32	nr	,-1
1071,void,"des_xmlTextWriterPtr(i32 no ,_xmlTextWriter* val ,i32 nr )",void	des	xml	Text	Writer	Ptr	i32	no	xml	Text	Writer*	val	i32	nr	,-1
1072,_xmlTextReader*,"gen_xmlTextReaderPtr(i32 no ,i32 nr )",xml	Text	Reader*	gen	xml	Text	Reader	Ptr	i32	no	i32	nr	,250
1073,_xmlTextReader*,"gen_xmlTextReaderPtr(i32 no ,i32 nr )",xml	Text	Reader*	gen	xml	Text	Reader	Ptr	i32	no	i32	nr	,250
1074,_xmlTextReader*,"gen_xmlTextReaderPtr(i32 no ,i32 nr )",xml	Text	Reader*	gen	xml	Text	Reader	Ptr	i32	no	i32	nr	,250
1075,void,"des_xmlTextReaderPtr(i32 no ,_xmlTextReader* val ,i32 nr )",void	des	xml	Text	Reader	Ptr	i32	no	xml	Text	Reader*	val	i32	nr	,-1
1076,_xmlBuffer*,"gen_xmlBufferPtr(i32 no ,i32 nr )",xml	Buffer*	gen	xml	Buffer	Ptr	i32	no	i32	nr	,251
1077,_xmlBuffer*,"gen_xmlBufferPtr(i32 no ,i32 nr )",xml	Buffer*	gen	xml	Buffer	Ptr	i32	no	i32	nr	,251
1078,void,"des_xmlBufferPtr(i32 no ,_xmlBuffer* val ,i32 nr )",void	des	xml	Buffer	Ptr	i32	no	xml	Buffer*	val	i32	nr	,-1
1079,_xmlList*,"gen_xmlListPtr(i32 no ,i32 nr )",xml	List*	gen	xml	List	Ptr	i32	no	i32	nr	,-1
1080,void,"des_xmlListPtr(i32 no ,_xmlList* val ,i32 nr )",void	des	xml	List	Ptr	i32	no	xml	List*	val	i32	nr	,-1
1081,_xmlHashTable*,"gen_xmlHashTablePtr(i32 no ,i32 nr )",xml	Hash	Table*	gen	xml	Hash	Table	Ptr	i32	no	i32	nr	,-1
1082,void,"des_xmlHashTablePtr(i32 no ,_xmlHashTable* val ,i32 nr )",void	des	xml	Hash	Table	Ptr	i32	no	xml	Hash	Table*	val	i32	nr	,-1
1083,_xmlXPathObject*,"gen_xmlXPathObjectPtr(i32 no ,i32 nr )",xml	X	Path	Object*	gen	xml	X	Path	Object	Ptr	i32	no	i32	nr	,252
1084,_xmlXPathObject*,"gen_xmlXPathObjectPtr(i32 no ,i32 nr )",xml	X	Path	Object*	gen	xml	X	Path	Object	Ptr	i32	no	i32	nr	,252
1085,_xmlXPathObject*,"gen_xmlXPathObjectPtr(i32 no ,i32 nr )",xml	X	Path	Object*	gen	xml	X	Path	Object	Ptr	i32	no	i32	nr	,252
1086,_xmlXPathObject*,"gen_xmlXPathObjectPtr(i32 no ,i32 nr )",xml	X	Path	Object*	gen	xml	X	Path	Object	Ptr	i32	no	i32	nr	,252
1087,void,"des_xmlXPathObjectPtr(i32 no ,_xmlXPathObject* val ,i32 nr )",void	des	xml	X	Path	Object	Ptr	i32	no	xml	X	Path	Object*	val	i32	nr	,-1
1088,_xmlOutputBuffer*,"gen_xmlOutputBufferPtr(i32 no ,i32 nr )",xml	Output	Buffer*	gen	xml	Output	Buffer	Ptr	i32	no	i32	nr	,-1
1089,void,"des_xmlOutputBufferPtr(i32 no ,_xmlOutputBuffer* val ,i32 nr )",void	des	xml	Output	Buffer	Ptr	i32	no	xml	Output	Buffer*	val	i32	nr	,-1
1090,i8*,"gen_xmlNanoFTPCtxtPtr(i32 no ,i32 nr )",i8*	gen	xml	Nano	F	T	P	Ctxt	Ptr	i32	no	i32	nr	,253
1091,i8*,"gen_xmlNanoFTPCtxtPtr(i32 no ,i32 nr )",i8*	gen	xml	Nano	F	T	P	Ctxt	Ptr	i32	no	i32	nr	,253
1092,i8*,"gen_xmlNanoFTPCtxtPtr(i32 no ,i32 nr )",i8*	gen	xml	Nano	F	T	P	Ctxt	Ptr	i32	no	i32	nr	,253
1093,void,"des_xmlNanoFTPCtxtPtr(i32 no ,i8* val ,i32 nr )",void	des	xml	Nano	F	T	P	Ctxt	Ptr	i32	no	i8*	val	i32	nr	,-1
1094,i8*,"gen_xmlNanoHTTPCtxtPtr(i32 no ,i32 nr )",i8*	gen	xml	Nano	H	T	T	P	Ctxt	Ptr	i32	no	i32	nr	,254
1095,i8*,"gen_xmlNanoHTTPCtxtPtr(i32 no ,i32 nr )",i8*	gen	xml	Nano	H	T	T	P	Ctxt	Ptr	i32	no	i32	nr	,254
1096,i8*,"gen_xmlNanoHTTPCtxtPtr(i32 no ,i32 nr )",i8*	gen	xml	Nano	H	T	T	P	Ctxt	Ptr	i32	no	i32	nr	,254
1097,void,"des_xmlNanoHTTPCtxtPtr(i32 no ,i8* val ,i32 nr )",void	des	xml	Nano	H	T	T	P	Ctxt	Ptr	i32	no	i8*	val	i32	nr	,-1
1098,i32,"gen_xmlCharEncoding(i32 no ,i32 nr )",i32	gen	xml	Char	Encoding	i32	no	i32	nr	,255
1099,i32,"gen_xmlCharEncoding(i32 no ,i32 nr )",i32	gen	xml	Char	Encoding	i32	no	i32	nr	,255
1100,i32,"gen_xmlCharEncoding(i32 no ,i32 nr )",i32	gen	xml	Char	Encoding	i32	no	i32	nr	,255
1101,void,"(i8*, i8*)* gen_xmlHashDeallocator(i32 no ,i32 nr )",void	i8*	i8*	gen	xml	Hash	Deallocator	i32	no	i32	nr	,-1
1102,void,desret_xmlChar_ptr(i8* val ),void	desret	xml	Char	ptr	i8*	val	,-1
1103,void,desret_xmlDocPtr(_xmlDoc* val ),void	desret	xml	Doc	Ptr	xml	Doc*	val	,-1
1104,void,desret_xmlNodePtr(_xmlNode* val ),void	desret	xml	Node	Ptr	xml	Node*	val	,256
1105,void,desret_xmlNodePtr(_xmlNode* val ),void	desret	xml	Node	Ptr	xml	Node*	val	,256
1106,void,desret_xmlNodePtr(_xmlNode* val ),void	desret	xml	Node	Ptr	xml	Node*	val	,256
1107,void,desret_xmlAttrPtr(_xmlAttr* val ),void	desret	xml	Attr	Ptr	xml	Attr*	val	,-1
1108,void,desret_xmlEntityPtr(_xmlEntity* val ),void	desret	xml	Entity	Ptr	xml	Entity*	val	,-1
1109,void,desret_xmlElementPtr(_xmlElement* val ),void	desret	xml	Element	Ptr	xml	Element*	val	,-1
1110,void,desret_xmlAttributePtr(_xmlAttribute* val ),void	desret	xml	Attribute	Ptr	xml	Attribute*	val	,-1
1111,_xmlDoc*,"gen_htmlDocPtr(i32 no ,i32 nr )",xml	Doc*	gen	html	Doc	Ptr	i32	no	i32	nr	,257
1112,_xmlDoc*,"gen_htmlDocPtr(i32 no ,i32 nr )",xml	Doc*	gen	html	Doc	Ptr	i32	no	i32	nr	,257
1113,void,"des_htmlDocPtr(i32 no ,_xmlDoc* val ,i32 nr )",void	des	html	Doc	Ptr	i32	no	xml	Doc*	val	i32	nr	,258
1114,void,"des_htmlDocPtr(i32 no ,_xmlDoc* val ,i32 nr )",void	des	html	Doc	Ptr	i32	no	xml	Doc*	val	i32	nr	,258
1115,void,desret_htmlDocPtr(_xmlDoc* val ),void	desret	html	Doc	Ptr	xml	Doc*	val	,259
1116,void,desret_htmlDocPtr(_xmlDoc* val ),void	desret	html	Doc	Ptr	xml	Doc*	val	,259
1117,_xmlParserCtxt*,"gen_htmlParserCtxtPtr(i32 no ,i32 nr )",xml	Parser	Ctxt*	gen	html	Parser	Ctxt	Ptr	i32	no	i32	nr	,260
1118,_xmlParserCtxt*,"gen_htmlParserCtxtPtr(i32 no ,i32 nr )",xml	Parser	Ctxt*	gen	html	Parser	Ctxt	Ptr	i32	no	i32	nr	,260
1119,void,"des_htmlParserCtxtPtr(i32 no ,_xmlParserCtxt* val ,i32 nr )",void	des	html	Parser	Ctxt	Ptr	i32	no	xml	Parser	Ctxt*	val	i32	nr	,-1
1120,void,desret_htmlParserCtxtPtr(_xmlParserCtxt* val ),void	desret	html	Parser	Ctxt	Ptr	xml	Parser	Ctxt*	val	,-1
1121,void,"des_xmlElementContentPtr(i32 no ,_xmlElementContent* val ,i32 nr )",void	des	xml	Element	Content	Ptr	i32	no	xml	Element	Content*	val	i32	nr	,-1
1122,void,desret_xmlElementContentPtr(_xmlElementContent* val ),void	desret	xml	Element	Content	Ptr	xml	Element	Content*	val	,-1
1123,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1124,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1125,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1126,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1127,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1128,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1129,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1130,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1131,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1132,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1133,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1134,i8**,parse_list(i8* str ),i	parse	list	i8*	str	,179
1135,i32,"test_c14n(i8* xml_filename ,i32 with_comments ,i32 mode ,i8* xpath_filename ,i8** inclusive_namespaces )",i32	test	c	n	i8*	xml	filename	i32	with	comments	i32	mode	i8*	xpath	filename	i	inclusive	namespaces	,-1
1136,void,"errorHandler(i8* unused ,_xmlError* err )",void	error	Handler	i8*	unused	xml	Error*	err	,261
1137,void,"errorHandler(i8* unused ,_xmlError* err )",void	error	Handler	i8*	unused	xml	Error*	err	,261
1138,void,"testDocumentRangeByte1(_xmlParserCtxt* ctxt ,i8* document ,i32 len ,i8* data ,i32 forbid1 ,i32 forbid2 )",void	test	Document	Range	Byte1	xml	Parser	Ctxt*	ctxt	i8*	document	i32	len	i8*	data	i32	forbid	i32	forbid	,262
1139,void,"testDocumentRangeByte1(_xmlParserCtxt* ctxt ,i8* document ,i32 len ,i8* data ,i32 forbid1 ,i32 forbid2 )",void	test	Document	Range	Byte1	xml	Parser	Ctxt*	ctxt	i8*	document	i32	len	i8*	data	i32	forbid	i32	forbid	,262
1140,void,"internalSubsetDebug(i8* ctx ,i8* name ,i8* ExternalID ,i8* SystemID )",void	internal	Subset	Debug	i8*	ctx	i8*	name	i8*	External	I	D	i8*	System	I	D	,185
1141,void,"internalSubsetDebug(i8* ctx ,i8* name ,i8* ExternalID ,i8* SystemID )",void	internal	Subset	Debug	i8*	ctx	i8*	name	i8*	External	I	D	i8*	System	I	D	,185
1142,_xmlParserInput*,"resolveEntityDebug(i8* ctx ,i8* publicId ,i8* systemId )",xml	Parser	Input*	resolve	Entity	Debug	i8*	ctx	i8*	public	Id	i8*	system	Id	,187
1143,_xmlParserInput*,"resolveEntityDebug(i8* ctx ,i8* publicId ,i8* systemId )",xml	Parser	Input*	resolve	Entity	Debug	i8*	ctx	i8*	public	Id	i8*	system	Id	,187
1144,void,"startElementDebug(i8* ctx ,i8* name ,i8** atts )",void	start	Element	Debug	i8*	ctx	i8*	name	i	atts	,161
1145,void,"ignorableWhitespaceDebug(i8* ctx ,i8* ch ,i32 len )",void	ignorable	Whitespace	Debug	i8*	ctx	i8*	ch	i32	len	,163
1146,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1147,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1148,i32,hugeMatch(i8* URI ),i32	huge	Match	i8*	U	R	I	,263
1149,i8*,hugeOpen(i8* URI ),i8*	huge	Open	i8*	U	R	I	,264
1150,i32,"saxTest(i8* filename ,i64 limit ,i32 options ,i32 fail )",i32	sax	Test	i8*	filename	i64	limit	i32	options	i32	fail	,265
1151,i32,"saxTest(i8* filename ,i64 limit ,i32 options ,i32 fail )",i32	sax	Test	i8*	filename	i64	limit	i32	options	i32	fail	,265
1152,i32,"readerTest(i8* filename ,i64 limit ,i32 options ,i32 fail )",i32	reader	Test	i8*	filename	i64	limit	i32	options	i32	fail	,266
1153,i32,"readerTest(i8* filename ,i64 limit ,i32 options ,i32 fail )",i32	reader	Test	i8*	filename	i64	limit	i32	options	i32	fail	,266
1154,i32,"launchTests(testDesc* tst ,i32 test )",i32	launch	Tests	test	Desc*	tst	i32	test	,267
1155,i32,"launchTests(testDesc* tst ,i32 test )",i32	launch	Tests	test	Desc*	tst	i32	test	,267
1156,i32,hugeClose(i8* context ),i32	huge	Close	i8*	context	,268
1157,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1158,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1159,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1160,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1161,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1162,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1163,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1164,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1165,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1166,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1167,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1168,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1169,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1170,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1171,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1172,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1173,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1174,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1175,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1176,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1177,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1178,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1179,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1180,i32,get_crazy_fail(i32 test ),i32	get	crazy	fail	i32	test	,269
1181,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1182,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1183,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1184,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1185,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1186,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1187,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1188,i32,crazyMatch(i8* URI ),i32	crazy	Match	i8*	U	R	I	,-1
1189,i8*,crazyOpen(i8* URI ),i8*	crazy	Open	i8*	U	R	I	,-1
1190,i32,crazyClose(i8* context ),i32	crazy	Close	i8*	context	,-1
1191,i32,"crazyRead(i8* context ,i8* buffer ,i32 len )",i32	crazy	Read	i8*	context	i8*	buffer	i32	len	,271
1192,i32,"crazyRead(i8* context ,i8* buffer ,i32 len )",i32	crazy	Read	i8*	context	i8*	buffer	i32	len	,271
1193,i32,"crazyRead(i8* context ,i8* buffer ,i32 len )",i32	crazy	Read	i8*	context	i8*	buffer	i32	len	,271
1194,i32,"crazyRead(i8* context ,i8* buffer ,i32 len )",i32	crazy	Read	i8*	context	i8*	buffer	i32	len	,271
1195,i32,"crazyRead(i8* context ,i8* buffer ,i32 len )",i32	crazy	Read	i8*	context	i8*	buffer	i32	len	,271
1196,i32,"crazyRead(i8* context ,i8* buffer ,i32 len )",i32	crazy	Read	i8*	context	i8*	buffer	i32	len	,271
1197,void,"xmlParserPrintFileContextInternal(_xmlParserInput* input ,void (i8*, i8*, ...)* chanl ,i8* data )",void	xml	Parser	Print	File	Context	Internal	xml	Parser	Input*	input	void	i8*	i8*	chanl	i8*	data	,176
1198,void,"testStructuredErrorHandler(i8* ctx ,_xmlError* err )",void	test	Structured	Error	Handler	i8*	ctx	xml	Error*	err	,178
1199,void,"buffer_expand(buffer* b ,i64 min )",void	buffer	expand	buffer	b	i64	min	,-1
1200,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1201,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1202,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1203,buffer*,buffer_create(i64 init_len ),buffer	buffer	create	i64	init	len	,-1
1204,i8*,test_malloc(i64 bytes ),i8*	test	malloc	i64	bytes	,-1
1205,i8*,"test_realloc(i8* memory ,i64 bytes )",i8*	test	realloc	i8*	memory	i64	bytes	,272
1206,i8*,"test_realloc(i8* memory ,i64 bytes )",i8*	test	realloc	i8*	memory	i64	bytes	,272
1207,void,test_free(i8* memory ),void	test	free	i8*	memory	,-1
1208,i8*,test_strdup(i8* str ),i8*	test	strdup	i8*	str	,-1
1209,i32,"run_failing_each_malloc(i32 n_mallocs ,i32 (i8*)* func ,i8* data )",i32	run	failing	each	malloc	i32	n	mallocs	i32	i8*	func	i8*	data	,-1
1210,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1211,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1212,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1213,i32,hugeMatch(i8* URI ),i32	huge	Match	i8*	U	R	I	,263
1214,i8*,hugeOpen(i8* URI ),i8*	huge	Open	i8*	U	R	I	,264
1215,i32,hugeClose(i8* context ),i32	huge	Close	i8*	context	,268
1216,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1217,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1218,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1219,i32,"hugeRead(i8* context ,i8* buffer ,i32 len )",i32	huge	Read	i8*	context	i8*	buffer	i32	len	,270
1220,void,"xmlParserPrintFileContextInternal(_xmlParserInput* input ,void (i8*, i8*, ...)* chanl ,i8* data )",void	xml	Parser	Print	File	Context	Internal	xml	Parser	Input*	input	void	i8*	i8*	chanl	i8*	data	,176
1221,void,"testStructuredErrorHandler(i8* ctx ,_xmlError* err )",void	test	Structured	Error	Handler	i8*	ctx	xml	Error*	err	,178
1222,i8*,baseFilename(i8* filename ),i8*	base	Filename	i8*	filename	,182
1223,i8*,baseFilename(i8* filename ),i8*	base	Filename	i8*	filename	,182
1224,i8*,"resultFilename(i8* filename ,i8* out ,i8* suffix )",i8*	result	Filename	i8*	filename	i8*	out	i8*	suffix	,183
1225,i8*,"resultFilename(i8* filename ,i8* out ,i8* suffix )",i8*	result	Filename	i8*	filename	i8*	out	i8*	suffix	,183
1226,i32,launchTests(testDesc* tst ),i32	launch	Tests	test	Desc*	tst	,181
1227,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1228,void,"exprDebug(_xmlExpCtxt* ctxt ,_xmlExpNode* expr )",void	expr	Debug	xml	Exp	Ctxt*	ctxt	xml	Exp	Node*	expr	,-1
1229,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1230,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1231,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1232,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1233,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1234,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1235,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1236,i32,"main(i32 argc ,i8** argv )",i32	main	i32	argc	i	argv	,0
1237,void,"internalSubsetDebug(i8* ctx ,i8* name ,i8* ExternalID ,i8* SystemID )",void	internal	Subset	Debug	i8*	ctx	i8*	name	i8*	External	I	D	i8*	System	I	D	,185
1238,void,"internalSubsetDebug(i8* ctx ,i8* name ,i8* ExternalID ,i8* SystemID )",void	internal	Subset	Debug	i8*	ctx	i8*	name	i8*	External	I	D	i8*	System	I	D	,185
1239,void,"externalSubsetDebug(i8* ctx ,i8* name ,i8* ExternalID ,i8* SystemID )",void	external	Subset	Debug	i8*	ctx	i8*	name	i8*	External	I	D	i8*	System	I	D	,186
1240,void,"externalSubsetDebug(i8* ctx ,i8* name ,i8* ExternalID ,i8* SystemID )",void	external	Subset	Debug	i8*	ctx	i8*	name	i8*	External	I	D	i8*	System	I	D	,186
1241,_xmlParserInput*,"resolveEntityDebug(i8* ctx ,i8* publicId ,i8* systemId )",xml	Parser	Input*	resolve	Entity	Debug	i8*	ctx	i8*	public	Id	i8*	system	Id	,187
1242,_xmlParserInput*,"resolveEntityDebug(i8* ctx ,i8* publicId ,i8* systemId )",xml	Parser	Input*	resolve	Entity	Debug	i8*	ctx	i8*	public	Id	i8*	system	Id	,187
1243,void,"entityDeclDebug(i8* ctx ,i8* name ,i32 type ,i8* publicId ,i8* systemId ,i8* content )",void	entity	Decl	Debug	i8*	ctx	i8*	name	i32	type	i8*	public	Id	i8*	system	Id	i8*	content	,188
1244,void,"entityDeclDebug(i8* ctx ,i8* name ,i32 type ,i8* publicId ,i8* systemId ,i8* content )",void	entity	Decl	Debug	i8*	ctx	i8*	name	i32	type	i8*	public	Id	i8*	system	Id	i8*	content	,188
1245,void,"entityDeclDebug(i8* ctx ,i8* name ,i32 type ,i8* publicId ,i8* systemId ,i8* content )",void	entity	Decl	Debug	i8*	ctx	i8*	name	i32	type	i8*	public	Id	i8*	system	Id	i8*	content	,188
1246,void,"attributeDeclDebug(i8* ctx ,i8* elem ,i8* name ,i32 type ,i32 def ,i8* defaultValue ,_xmlEnumeration* tree )",void	attribute	Decl	Debug	i8*	ctx	i8*	elem	i8*	name	i32	type	i32	def	i8*	default	Value	xml	Enumeration*	tree	,189
1247,void,"unparsedEntityDeclDebug(i8* ctx ,i8* name ,i8* publicId ,i8* systemId ,i8* notationName )",void	unparsed	Entity	Decl	Debug	i8*	ctx	i8*	name	i8*	public	Id	i8*	system	Id	i8*	notation	Name	,160
1248,void,"unparsedEntityDeclDebug(i8* ctx ,i8* name ,i8* publicId ,i8* systemId ,i8* notationName )",void	unparsed	Entity	Decl	Debug	i8*	ctx	i8*	name	i8*	public	Id	i8*	system	Id	i8*	notation	Name	,160
1249,void,"unparsedEntityDeclDebug(i8* ctx ,i8* name ,i8* publicId ,i8* systemId ,i8* notationName )",void	unparsed	Entity	Decl	Debug	i8*	ctx	i8*	name	i8*	public	Id	i8*	system	Id	i8*	notation	Name	,160
1250,void,"startElementDebug(i8* ctx ,i8* name ,i8** atts )",void	start	Element	Debug	i8*	ctx	i8*	name	i	atts	,161
1251,void,"charactersDebug(i8* ctx ,i8* ch ,i32 len )",void	characters	Debug	i8*	ctx	i8*	ch	i32	len	,162
1252,void,"ignorableWhitespaceDebug(i8* ctx ,i8* ch ,i32 len )",void	ignorable	Whitespace	Debug	i8*	ctx	i8*	ch	i32	len	,163
1253,void,"processingInstructionDebug(i8* ctx ,i8* target ,i8* data )",void	processing	Instruction	Debug	i8*	ctx	i8*	target	i8*	data	,164
1254,void,"startElementNsDebug(i8* ctx ,i8* localname ,i8* prefix ,i8* URI ,i32 nb_namespaces ,i8** namespaces ,i32 nb_attributes ,i32 nb_defaulted ,i8** attributes )",void	start	Element	Ns	Debug	i8*	ctx	i8*	localname	i8*	prefix	i8*	U	R	I	i32	nb	namespaces	i	namespaces	i32	nb	attributes	i32	nb	defaulted	i	attributes	,165
1255,void,"startElementNsDebug(i8* ctx ,i8* localname ,i8* prefix ,i8* URI ,i32 nb_namespaces ,i8** namespaces ,i32 nb_attributes ,i32 nb_defaulted ,i8** attributes )",void	start	Element	Ns	Debug	i8*	ctx	i8*	localname	i8*	prefix	i8*	U	R	I	i32	nb	namespaces	i	namespaces	i32	nb	attributes	i32	nb	defaulted	i	attributes	,165
1256,void,"startElementNsDebug(i8* ctx ,i8* localname ,i8* prefix ,i8* URI ,i32 nb_namespaces ,i8** namespaces ,i32 nb_attributes ,i32 nb_defaulted ,i8** attributes )",void	start	Element	Ns	Debug	i8*	ctx	i8*	localname	i8*	prefix	i8*	U	R	I	i32	nb	namespaces	i	namespaces	i32	nb	attributes	i32	nb	defaulted	i	attributes	,165
1257,void,"startElementNsDebug(i8* ctx ,i8* localname ,i8* prefix ,i8* URI ,i32 nb_namespaces ,i8** namespaces ,i32 nb_attributes ,i32 nb_defaulted ,i8** attributes )",void	start	Element	Ns	Debug	i8*	ctx	i8*	localname	i8*	prefix	i8*	U	R	I	i32	nb	namespaces	i	namespaces	i32	nb	attributes	i32	nb	defaulted	i	attributes	,165
1258,void,"startElementNsDebug(i8* ctx ,i8* localname ,i8* prefix ,i8* URI ,i32 nb_namespaces ,i8** namespaces ,i32 nb_attributes ,i32 nb_defaulted ,i8** attributes )",void	start	Element	Ns	Debug	i8*	ctx	i8*	localname	i8*	prefix	i8*	U	R	I	i32	nb	namespaces	i	namespaces	i32	nb	attributes	i32	nb	defaulted	i	attributes	,165
1259,void,"startElementNsDebug(i8* ctx ,i8* localname ,i8* prefix ,i8* URI ,i32 nb_namespaces ,i8** namespaces ,i32 nb_attributes ,i32 nb_defaulted ,i8** attributes )",void	start	Element	Ns	Debug	i8*	ctx	i8*	localname	i8*	prefix	i8*	U	R	I	i32	nb	namespaces	i	namespaces	i32	nb	attributes	i32	nb	defaulted	i	attributes	,165
