index,type,value,combination,label
436,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
437,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
438,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
439,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
440,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
441,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
442,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
443,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
444,i32,"xmlHashAddEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata )",i32	xml	Hash	Add	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	,93
445,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
446,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
447,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
448,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
449,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
450,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
451,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
452,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
453,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
454,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
455,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
456,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
457,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
458,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
459,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
460,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
461,i32,"xmlHashUpdateEntry3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,i8* userdata ,void (i8*, i8*)* f )",i32	xml	Hash	Update	Entry3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	i8*	userdata	void	i8*	i8*	f	,94
462,i8*,"xmlHashLookup3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 )",i8*	xml	Hash	Lookup3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	,95
463,i8*,"xmlHashLookup3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 )",i8*	xml	Hash	Lookup3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	,95
464,i8*,"xmlHashLookup3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 )",i8*	xml	Hash	Lookup3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	,95
465,i8*,"xmlHashLookup3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 )",i8*	xml	Hash	Lookup3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	,95
466,i8*,"xmlHashLookup3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 )",i8*	xml	Hash	Lookup3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	,95
467,i8*,"xmlHashQLookup3(_xmlHashTable* table ,i8* prefix ,i8* name ,i8* prefix2 ,i8* name2 ,i8* prefix3 ,i8* name3 )",i8*	xml	Hash	Q	Lookup3	xml	Hash	Table*	table	i8*	prefix	i8*	name	i8*	prefix	i8*	name	i8*	prefix	i8*	name	,96
468,i8*,"xmlHashQLookup3(_xmlHashTable* table ,i8* prefix ,i8* name ,i8* prefix2 ,i8* name2 ,i8* prefix3 ,i8* name3 )",i8*	xml	Hash	Q	Lookup3	xml	Hash	Table*	table	i8*	prefix	i8*	name	i8*	prefix	i8*	name	i8*	prefix	i8*	name	,96
469,void,"xmlHashScanFull(_xmlHashTable* table ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full	xml	Hash	Table*	table	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,97
470,void,"xmlHashScanFull(_xmlHashTable* table ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full	xml	Hash	Table*	table	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,97
471,void,"xmlHashScanFull(_xmlHashTable* table ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full	xml	Hash	Table*	table	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,97
472,i64,"xmlHashComputeKey(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 )",i64	xml	Hash	Compute	Key	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	,88
473,void,"xmlHashScanFull3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,98
474,void,"xmlHashScanFull3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,98
475,void,"xmlHashScanFull3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,98
476,void,"xmlHashScanFull3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,98
477,void,"xmlHashScanFull3(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 ,void (i8*, i8*, i8*, i8*, i8*)* f ,i8* data )",void	xml	Hash	Scan	Full3	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	void	i8*	i8*	i8*	i8*	i8*	f	i8*	data	,98
478,i64,"xmlHashComputeKey(_xmlHashTable* table ,i8* name ,i8* name2 ,i8* name3 )",i64	xml	Hash	Compute	Key	xml	Hash	Table*	table	i8*	name	i8*	name	i8*	name	,88
479,_xmlHashTable*,"xmlHashCopy(_xmlHashTable* table ,i8* (i8*, i8*)* f )",xml	Hash	Table*	xml	Hash	Copy	xml	Hash	Table*	table	i8*	i8*	i8*	f	,99
480,_xmlHashTable*,"xmlHashCopy(_xmlHashTable* table ,i8* (i8*, i8*)* f )",xml	Hash	Table*	xml	Hash	Copy	xml	Hash	Table*	table	i8*	i8*	i8*	f	,99
481,void,"htmlParseErr(_xmlParserCtxt* ctxt ,i32 error ,i8* msg ,i8* str1 ,i8* str2 )",void	html	Parse	Err	xml	Parser	Ctxt*	ctxt	i32	error	i8*	msg	i8*	str	i8*	str	,100
482,void,"htmlParseErr(_xmlParserCtxt* ctxt ,i32 error ,i8* msg ,i8* str1 ,i8* str2 )",void	html	Parse	Err	xml	Parser	Ctxt*	ctxt	i32	error	i8*	msg	i8*	str	i8*	str	,100
483,void,"htmlParseErr(_xmlParserCtxt* ctxt ,i32 error ,i8* msg ,i8* str1 ,i8* str2 )",void	html	Parse	Err	xml	Parser	Ctxt*	ctxt	i32	error	i8*	msg	i8*	str	i8*	str	,100
484,i32,"htmlAutoCloseTag(_xmlDoc* doc ,i8* name ,_xmlNode* elem )",i32	html	Auto	Close	Tag	xml	Doc*	doc	i8*	name	xml	Node*	elem	,-1
485,i32,"htmlIsAutoClosed(_xmlDoc* doc ,_xmlNode* elem )",i32	html	Is	Auto	Closed	xml	Doc*	doc	xml	Node*	elem	,-1
486,i32,htmlIsScriptAttribute(i8* name ),i32	html	Is	Script	Attribute	i8*	name	,-1
487,_htmlEntityDesc*,htmlEntityValueLookup(i32 value ),html	Entity	Desc*	html	Entity	Value	Lookup	i32	value	,101
488,_htmlEntityDesc*,htmlEntityValueLookup(i32 value ),html	Entity	Desc*	html	Entity	Value	Lookup	i32	value	,101
489,i32,"UTF8ToHtml(i8* out ,i32* outlen ,i8* in ,i32* inlen )",i32	U	T	F8	To	Html	i8*	out	i	outlen	i8*	in	i	inlen	,102
490,i32,"UTF8ToHtml(i8* out ,i32* outlen ,i8* in ,i32* inlen )",i32	U	T	F8	To	Html	i8*	out	i	outlen	i8*	in	i	inlen	,102
491,i32,"UTF8ToHtml(i8* out ,i32* outlen ,i8* in ,i32* inlen )",i32	U	T	F8	To	Html	i8*	out	i	outlen	i8*	in	i	inlen	,102
492,i32,"UTF8ToHtml(i8* out ,i32* outlen ,i8* in ,i32* inlen )",i32	U	T	F8	To	Html	i8*	out	i	outlen	i8*	in	i	inlen	,102
493,i32,"UTF8ToHtml(i8* out ,i32* outlen ,i8* in ,i32* inlen )",i32	U	T	F8	To	Html	i8*	out	i	outlen	i8*	in	i	inlen	,102
494,i32,"UTF8ToHtml(i8* out ,i32* outlen ,i8* in ,i32* inlen )",i32	U	T	F8	To	Html	i8*	out	i	outlen	i8*	in	i	inlen	,102
495,i32,"htmlEncodeEntities(i8* out ,i32* outlen ,i8* in ,i32* inlen ,i32 quoteChar )",i32	html	Encode	Entities	i8*	out	i	outlen	i8*	in	i	inlen	i32	quote	Char	,103
496,i32,"htmlEncodeEntities(i8* out ,i32* outlen ,i8* in ,i32* inlen ,i32 quoteChar )",i32	html	Encode	Entities	i8*	out	i	outlen	i8*	in	i	inlen	i32	quote	Char	,103
497,i32,"htmlEncodeEntities(i8* out ,i32* outlen ,i8* in ,i32* inlen ,i32 quoteChar )",i32	html	Encode	Entities	i8*	out	i	outlen	i8*	in	i	inlen	i32	quote	Char	,103
498,i32,"htmlEncodeEntities(i8* out ,i32* outlen ,i8* in ,i32* inlen ,i32 quoteChar )",i32	html	Encode	Entities	i8*	out	i	outlen	i8*	in	i	inlen	i32	quote	Char	,103
499,i32,"htmlEncodeEntities(i8* out ,i32* outlen ,i8* in ,i32* inlen ,i32 quoteChar )",i32	html	Encode	Entities	i8*	out	i	outlen	i8*	in	i	inlen	i32	quote	Char	,103
500,i32,"htmlEncodeEntities(i8* out ,i32* outlen ,i8* in ,i32* inlen ,i32 quoteChar )",i32	html	Encode	Entities	i8*	out	i	outlen	i8*	in	i	inlen	i32	quote	Char	,103
501,i32,"htmlEncodeEntities(i8* out ,i32* outlen ,i8* in ,i32* inlen ,i32 quoteChar )",i32	html	Encode	Entities	i8*	out	i	outlen	i8*	in	i	inlen	i32	quote	Char	,103
502,_xmlDoc*,"htmlNewDocNoDtD(i8* URI ,i8* ExternalID )",xml	Doc*	html	New	Doc	No	Dt	D	i8*	U	R	I	i8*	External	I	D	,104
503,_xmlDoc*,"htmlNewDocNoDtD(i8* URI ,i8* ExternalID )",xml	Doc*	html	New	Doc	No	Dt	D	i8*	U	R	I	i8*	External	I	D	,104
504,_xmlDoc*,"htmlNewDoc(i8* URI ,i8* ExternalID )",xml	Doc*	html	New	Doc	i8*	U	R	I	i8*	External	I	D	,105
505,_xmlDoc*,"htmlNewDoc(i8* URI ,i8* ExternalID )",xml	Doc*	html	New	Doc	i8*	U	R	I	i8*	External	I	D	,105
506,_htmlEntityDesc*,"htmlParseEntityRef(_xmlParserCtxt* ctxt ,i8** str )",html	Entity	Desc*	html	Parse	Entity	Ref	xml	Parser	Ctxt*	ctxt	i	str	,106
507,_htmlEntityDesc*,"htmlParseEntityRef(_xmlParserCtxt* ctxt ,i8** str )",html	Entity	Desc*	html	Parse	Entity	Ref	xml	Parser	Ctxt*	ctxt	i	str	,106
508,_htmlEntityDesc*,"htmlParseEntityRef(_xmlParserCtxt* ctxt ,i8** str )",html	Entity	Desc*	html	Parse	Entity	Ref	xml	Parser	Ctxt*	ctxt	i	str	,106
509,_htmlEntityDesc*,"htmlParseEntityRef(_xmlParserCtxt* ctxt ,i8** str )",html	Entity	Desc*	html	Parse	Entity	Ref	xml	Parser	Ctxt*	ctxt	i	str	,106
510,i32,htmlParseCharRef(_xmlParserCtxt* ctxt ),i32	html	Parse	Char	Ref	xml	Parser	Ctxt*	ctxt	,-1
511,void,"htmlErrMemory(_xmlParserCtxt* ctxt ,i8* extra )",void	html	Err	Memory	xml	Parser	Ctxt*	ctxt	i8*	extra	,107
512,void,"htmlErrMemory(_xmlParserCtxt* ctxt ,i8* extra )",void	html	Err	Memory	xml	Parser	Ctxt*	ctxt	i8*	extra	,107
513,void,"htmlErrMemory(_xmlParserCtxt* ctxt ,i8* extra )",void	html	Err	Memory	xml	Parser	Ctxt*	ctxt	i8*	extra	,107
514,void,"htmlDocContentDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* cur ,i8* encoding ,i32 format )",void	html	Doc	Content	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	cur	i8*	encoding	i32	format	,108
515,void,"htmlDocContentDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* cur ,i8* encoding ,i32 format )",void	html	Doc	Content	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	cur	i8*	encoding	i32	format	,108
516,i32,"htmlSetMetaEncoding(_xmlDoc* doc ,i8* encoding )",i32	html	Set	Meta	Encoding	xml	Doc*	doc	i8*	encoding	,109
517,i32,"htmlSetMetaEncoding(_xmlDoc* doc ,i8* encoding )",i32	html	Set	Meta	Encoding	xml	Doc*	doc	i8*	encoding	,109
518,i32,"htmlSetMetaEncoding(_xmlDoc* doc ,i8* encoding )",i32	html	Set	Meta	Encoding	xml	Doc*	doc	i8*	encoding	,109
519,i32,"htmlSetMetaEncoding(_xmlDoc* doc ,i8* encoding )",i32	html	Set	Meta	Encoding	xml	Doc*	doc	i8*	encoding	,109
520,i64,"htmlBufNodeDumpFormat(_xmlBuf* buf ,_xmlDoc* doc ,_xmlNode* cur ,i32 format )",i64	html	Buf	Node	Dump	Format	xml	Buf*	buf	xml	Doc*	doc	xml	Node*	cur	i32	format	,110
521,i64,"htmlBufNodeDumpFormat(_xmlBuf* buf ,_xmlDoc* doc ,_xmlNode* cur ,i32 format )",i64	html	Buf	Node	Dump	Format	xml	Buf*	buf	xml	Doc*	doc	xml	Node*	cur	i32	format	,110
522,i32,"htmlNodeDump(_xmlBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur )",i32	html	Node	Dump	xml	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	,111
523,i32,"htmlNodeDump(_xmlBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur )",i32	html	Node	Dump	xml	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	,111
524,i32,"htmlNodeDumpFileFormat(_IO_FILE* out ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",i32	html	Node	Dump	File	Format	I	O	F	I	L	E*	out	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,-1
525,i8*,htmlGetMetaEncoding(_xmlDoc* doc ),i8*	html	Get	Meta	Encoding	xml	Doc*	doc	,-1
526,void,"htmlDocDumpMemoryFormat(_xmlDoc* cur ,i8** mem ,i32* size ,i32 format )",void	html	Doc	Dump	Memory	Format	xml	Doc*	cur	i	mem	i	size	i32	format	,112
527,void,"htmlDocDumpMemoryFormat(_xmlDoc* cur ,i8** mem ,i32* size ,i32 format )",void	html	Doc	Dump	Memory	Format	xml	Doc*	cur	i	mem	i	size	i32	format	,112
528,void,"htmlDocDumpMemoryFormat(_xmlDoc* cur ,i8** mem ,i32* size ,i32 format )",void	html	Doc	Dump	Memory	Format	xml	Doc*	cur	i	mem	i	size	i32	format	,112
529,void,"htmlAttrDumpOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlAttr* cur ,i8* encoding )",void	html	Attr	Dump	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Attr*	cur	i8*	encoding	,-1
530,void,"htmlNodeDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",void	html	Node	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,113
531,void,"htmlNodeDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",void	html	Node	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,113
532,void,"htmlNodeDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",void	html	Node	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,113
533,void,"htmlNodeDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",void	html	Node	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,113
534,void,"htmlNodeDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",void	html	Node	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,113
535,void,"htmlNodeDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",void	html	Node	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,113
536,void,"htmlNodeDumpFormatOutput(_xmlOutputBuffer* buf ,_xmlDoc* doc ,_xmlNode* cur ,i8* encoding ,i32 format )",void	html	Node	Dump	Format	Output	xml	Output	Buffer*	buf	xml	Doc*	doc	xml	Node*	cur	i8*	encoding	i32	format	,113
537,i32,sqlMatch(i8* URI ),i32	sql	Match	i8*	U	R	I	,-1
538,i8*,sqlOpen(i8* URI ),i8*	sql	Open	i8*	U	R	I	,-1
539,i32,sqlClose(i8* context ),i32	sql	Close	i8*	context	,-1
540,i32,"sqlRead(i8* context ,i8* buffer ,i32 len )",i32	sql	Read	i8*	context	i8*	buffer	i32	len	,114
541,i32,"sqlRead(i8* context ,i8* buffer ,i32 len )",i32	sql	Read	i8*	context	i8*	buffer	i32	len	,114
542,i32,"sqlRead(i8* context ,i8* buffer ,i32 len )",i32	sql	Read	i8*	context	i8*	buffer	i32	len	,114
543,i32,"sqlRead(i8* context ,i8* buffer ,i32 len )",i32	sql	Read	i8*	context	i8*	buffer	i32	len	,114
544,i32,"xmlGetFeaturesList(i32* len ,i8** result )",i32	xml	Get	Features	List	i	len	i	result	,115
545,i32,"xmlGetFeaturesList(i32* len ,i8** result )",i32	xml	Get	Features	List	i	len	i	result	,115
546,i32,"xmlGetFeaturesList(i32* len ,i8** result )",i32	xml	Get	Features	List	i	len	i	result	,115
547,i32,"xmlGetFeaturesList(i32* len ,i8** result )",i32	xml	Get	Features	List	i	len	i	result	,115
548,i32,"xmlGetFeaturesList(i32* len ,i8** result )",i32	xml	Get	Features	List	i	len	i	result	,115
549,i32,"xmlGetFeaturesList(i32* len ,i8** result )",i32	xml	Get	Features	List	i	len	i	result	,115
550,i32,"xmlGetFeature(_xmlParserCtxt* ctxt ,i8* name ,i8* result )",i32	xml	Get	Feature	xml	Parser	Ctxt*	ctxt	i8*	name	i8*	result	,116
551,i32,"xmlGetFeature(_xmlParserCtxt* ctxt ,i8* name ,i8* result )",i32	xml	Get	Feature	xml	Parser	Ctxt*	ctxt	i8*	name	i8*	result	,116
552,i32,"xmlGetFeature(_xmlParserCtxt* ctxt ,i8* name ,i8* result )",i32	xml	Get	Feature	xml	Parser	Ctxt*	ctxt	i8*	name	i8*	result	,116
553,i32,"xmlSetFeature(_xmlParserCtxt* ctxt ,i8* name ,i8* value )",i32	xml	Set	Feature	xml	Parser	Ctxt*	ctxt	i8*	name	i8*	value	,117
554,i32,"xmlSetFeature(_xmlParserCtxt* ctxt ,i8* name ,i8* value )",i32	xml	Set	Feature	xml	Parser	Ctxt*	ctxt	i8*	name	i8*	value	,117
555,i32,"xmlSetFeature(_xmlParserCtxt* ctxt ,i8* name ,i8* value )",i32	xml	Set	Feature	xml	Parser	Ctxt*	ctxt	i8*	name	i8*	value	,117
556,i8*,"xmlNanoFTPConnectTo(i8* server ,i32 port )",i8*	xml	Nano	F	T	P	Connect	To	i8*	server	i32	port	,118
557,i8*,"xmlNanoFTPConnectTo(i8* server ,i32 port )",i8*	xml	Nano	F	T	P	Connect	To	i8*	server	i32	port	,118
558,i8*,"xmlNanoFTPConnectTo(i8* server ,i32 port )",i8*	xml	Nano	F	T	P	Connect	To	i8*	server	i32	port	,118
559,i32,"xmlNanoFTPCwd(i8* ctx ,i8* directory )",i32	xml	Nano	F	T	P	Cwd	i8*	ctx	i8*	directory	,-1
560,i32,"xmlNanoFTPDele(i8* ctx ,i8* file )",i32	xml	Nano	F	T	P	Dele	i8*	ctx	i8*	file	,-1
561,i32,"xmlNanoFTPParseList(i8* list ,void (i8*, i8*, i8*, i8*, i8*, i64, i32, i32, i8*, i32, i32, i32)* callback ,i8* userData )",i32	xml	Nano	F	T	P	Parse	List	i8*	list	void	i8*	i8*	i8*	i8*	i8*	i64	i32	i32	i8*	i32	i32	i32	callback	i8*	user	Data	,-1
562,i32,"xmlNanoFTPList(i8* ctx ,void (i8*, i8*, i8*, i8*, i8*, i64, i32, i32, i8*, i32, i32, i32)* callback ,i8* userData ,i8* filename )",i32	xml	Nano	F	T	P	List	i8*	ctx	void	i8*	i8*	i8*	i8*	i8*	i64	i32	i32	i8*	i32	i32	i32	callback	i8*	user	Data	i8*	filename	,-1
563,i32,"xmlNanoFTPGetSocket(i8* ctx ,i8* filename )",i32	xml	Nano	F	T	P	Get	Socket	i8*	ctx	i8*	filename	,119
564,i32,"xmlNanoFTPGetSocket(i8* ctx ,i8* filename )",i32	xml	Nano	F	T	P	Get	Socket	i8*	ctx	i8*	filename	,119
565,i32,"xmlNanoFTPGetSocket(i8* ctx ,i8* filename )",i32	xml	Nano	F	T	P	Get	Socket	i8*	ctx	i8*	filename	,119
566,i32,"xmlNanoFTPGet(i8* ctx ,void (i8*, i8*, i32)* callback ,i8* userData ,i8* filename )",i32	xml	Nano	F	T	P	Get	i8*	ctx	void	i8*	i8*	i32	callback	i8*	user	Data	i8*	filename	,120
