,file,line,source 1,source 2,source 3,label,count,taken
484,encoding.c,1670,function_41,global_1,,0,,
485,encoding.c,1684,function_44,global_13,,0,,
486,encoding.c,1687,function_44,global_13,,0,,
487,encoding.c,1690+,function_44,global_13,,0,,
488,encoding.c,1690,function_44,global_13,,0,,
489,encoding.c,1709+,function_44,global_13,,0,,
490,encoding.c,1709,function_44,global_13,,0,,
491,encoding.c,1754,function_45,global_1,,0,,
492,encoding.c,1757+,function_41,global_1,,0,,
493,encoding.c,1757,function_-1,global_7,,0,,
494,encoding.c,1799+++,global_92,global_7,,0,,
495,encoding.c,1799++,global_92,global_26,,0,,
496,encoding.c,1799+,global_92,global_26,,0,,
497,encoding.c,1799,global_92,global_7,,0,,
498,encoding.c,1800,global_92,global_26,,0,,
499,encoding.c,1810,function_46,global_1,,0,,
500,encoding.c,1815,function_46,global_1,,0,,
501,encoding.c,1820,function_46,global_1,,0,,
502,encoding.c,1929,global_94,global_25,,0,,
503,encoding.c,1930,global_94,global_16,,0,,
504,encoding.c,1931,global_94,global_16,,0,,
505,encoding.c,1944,global_94,global_1,,0,,
506,encoding.c,1970,global_1,global_1,,0,,
507,encoding.c,2009,global_1,global_1,,0,,
508,encoding.c,2010,global_1,global_1,,0,,
509,encoding.c,2060,global_95,global_34,,0,,
510,encoding.c,2067,function_47,global_12,,0,,
511,encoding.c,2078,global_95,global_1,,0,,
512,encoding.c,2082,function_47,global_12,,0,,
513,encoding.c,2085,function_47,global_12,function_48,-1,,
514,encoding.c,2089,function_49,global_12,global_12,0,,
515,encoding.c,2106,global_1,global_1,,0,,
516,encoding.c,2158,global_1,global_1,,0,,
517,encoding.c,2159,global_1,global_1,,0,,
518,encoding.c,2186,global_96,global_34,,0,,
519,encoding.c,2193,function_47,global_12,,0,,
520,encoding.c,2195+,global_96,global_1,,0,,
521,encoding.c,2195,function_47,global_12,,0,,
522,encoding.c,2198,function_49,global_12,,0,,
523,encoding.c,2200,function_47,global_12,function_48,-1,,
524,encoding.c,2203,function_49,global_12,,0,,
525,encoding.c,2206+,global_96,global_1,,0,,
526,encoding.c,2206,function_49,global_12,,0,,
527,encoding.c,2223,global_1,global_1,,0,,
528,encoding.c,2275,global_1,global_1,,0,,
529,encoding.c,230++,global_97,global_26,,0,,
530,encoding.c,230+,global_97,global_26,,0,,
531,encoding.c,230,global_97,global_7,,0,,
532,encoding.c,2301,global_94,global_25,,0,,
533,encoding.c,2303,global_94,global_16,,0,,
534,encoding.c,2305,global_94,global_16,,0,,
535,encoding.c,231,global_97,global_7,,0,,
536,encoding.c,2330,global_1,global_1,,0,,
537,encoding.c,2382,global_1,global_1,,0,,
538,encoding.c,2418,global_98,global_24,,0,,
539,encoding.c,2427,function_49,global_12,,0,,
540,encoding.c,2433,global_98,global_1,,0,,
541,encoding.c,2439,global_1,global_1,,0,,
542,encoding.c,2467,function_47,global_12,,0,,
543,encoding.c,2469,function_47,global_12,,0,,
544,encoding.c,2471,function_47,global_12,function_48,-1,,
545,encoding.c,2475,function_49,global_12,,0,,
546,encoding.c,2496,global_1,global_1,,0,,
547,encoding.c,2533,global_1,global_1,,0,,
548,encoding.c,2576,function_50,global_1,,0,,
549,encoding.c,2608,function_51,global_1,,0,,
550,encoding.c,2646,global_94,global_25,,0,,
551,encoding.c,2647,global_94,global_16,,0,,
552,encoding.c,2659,global_94,global_16,,0,,
553,encoding.c,2664,global_1,global_1,,0,,
554,encoding.c,2721,global_1,global_1,,0,,
555,encoding.c,2760,global_1,global_1,,0,,
556,encoding.c,2803,function_50,global_1,,0,,
