file Name,line,comp relation,source1_from,Source1_type,Source1_info,source2_from,Source2_type,Source2_info,source3_from,Source3_type,Source3_info,,,,,,,,,,,,,,,,,,,,,,,,,,,
buf.c,973,=,unkonwn,unprecessed,"  %189 = getelementptr inbounds %struct._xmlBuf, %struct._xmlBuf* %188, i32 0, i32 3, !dbg !953",global,i32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buf.c,977,>=,unkonwn,unprecessed,"  %180 = trunc i64 %179 to i32, !dbg !938",global,i32,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buf.c,982,!=,function,i32,xmlBufResize,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buf.c,992+,<,unkonwn,unprecessed,"  %257 = getelementptr inbounds %struct._xmlBuf, %struct._xmlBuf* %256, i32 0, i32 5, !dbg !1001",global,i64,2147483647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buf.c,992,<,unkonwn,unprecessed,"  %242 = getelementptr inbounds %struct._xmlBuf, %struct._xmlBuf* %241, i32 0, i32 6, !dbg !998",global,i64,2147483647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1010++,=,unkonwn,unprecessed,"  %19 = getelementptr inbounds %struct._xmlAttr, %struct._xmlAttr* %18, i32 0, i32 5, !dbg !1116",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1010+,=,argument,_xmlAttr*,"xmlC14NFixupBaseAttr(_xmlC14NCtx* ctx ,_xmlAttr* xml_base_attr )",global,_xmlAttr*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1010,=,argument,_xmlAttr*,"xmlC14NFixupBaseAttr(_xmlC14NCtx* ctx ,_xmlAttr* xml_base_attr )",global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1017,=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1024++,!=,unkonwn,unprecessed,"  %62 = phi i32 [ %59, %48 ], [ 1, %60 ], !dbg !1143",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1024+,!=,unkonwn,unprecessed,"  %45 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %44, i32 0, i32 1, !dbg !1143",global,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1024,!=,unkonwn,unprecessed,"  %38 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %37, i32 0, i32 5, !dbg !1137",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1026,!=,function,_xmlAttr*,xmlHasNsProp,global,_xmlAttr*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1029,=,function,i8*,xmlNodeListGetString,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1039+,=,unkonwn,unprecessed,"  %97 = zext i8 %96 to i32, !dbg !1177",global,i32,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1039,>,function,i32,xmlStrlen,global,i32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1041,=,function,i8*,xmlStrcat,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1054,=,function,i8*,xmlStrcat,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1073+,!=,function,i32,xmlStrEqual,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1073,=,global,i8*,null,unkonwn,unprecessed,i8* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1080,=,function,_xmlAttr*,xmlHasNsProp,global,_xmlAttr*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1137++,!=,unkonwn,unprecessed,"  %23 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %22, i32 0, i32 1, !dbg !1120",global,i32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1137+,=,argument,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1137,=,argument,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1146,=,function,_xmlList*,xmlListCreate,global,_xmlList*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1168,!=,unkonwn,unprecessed,"  %38 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %37, i32 0, i32 11, !dbg !1140",global,_xmlAttr*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1170+,!=,unkonwn,unprecessed,"  %58 = call i32 %51(i8* %54, %struct._xmlNode* %56, %struct._xmlNode* %57), !dbg !1145",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1170,!=,unkonwn,unprecessed,"  %45 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %44, i32 0, i32 1, !dbg !1145",global,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1179+,!=,unkonwn,unprecessed,"  %75 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %74, i32 0, i32 5, !dbg !1163",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1179,!=,argument,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1180+,!=,unkonwn,unprecessed,"  %98 = call i32 %86(i8* %89, %struct._xmlNode* %92, %struct._xmlNode* %97), !dbg !1166",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1180,!=,unkonwn,unprecessed,"  %80 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %79, i32 0, i32 1, !dbg !1166",global,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1189,!=,unkonwn,unprecessed,"  %103 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %102, i32 0, i32 5, !dbg !1172",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1191,!=,unkonwn,unprecessed,"  %38 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %37, i32 0, i32 11, !dbg !1140",global,_xmlAttr*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1192,!=,function,i32,xmlC14NIsXmlAttr,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1193,=,function,i8*,xmlListSearch,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1214,!=,unkonwn,unprecessed,"  %38 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %37, i32 0, i32 11, !dbg !1140",global,_xmlAttr*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1216+,!=,unkonwn,unprecessed,"  %163 = call i32 %156(i8* %159, %struct._xmlNode* %161, %struct._xmlNode* %162), !dbg !1221",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1216,!=,unkonwn,unprecessed,"  %150 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %149, i32 0, i32 1, !dbg !1221",global,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1257,!=,unkonwn,unprecessed,"  %38 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %37, i32 0, i32 11, !dbg !1140",global,_xmlAttr*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1259+,=,function,i32,xmlC14NIsXmlAttr,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1259,!=,argument,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1261+,!=,unkonwn,unprecessed,"  %205 = call i32 %198(i8* %201, %struct._xmlNode* %203, %struct._xmlNode* %204), !dbg !1250",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1261,!=,unkonwn,unprecessed,"  %192 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %191, i32 0, i32 1, !dbg !1250",global,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1268++,!=,function,i32,xmlStrEqual,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1268+,=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1268,!=,global,i32,0,unkonwn,unprecessed,i32 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1272++,!=,function,i32,xmlStrEqual,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1272+,=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1272,!=,global,i32,0,unkonwn,unprecessed,i32 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1278++,!=,function,i32,xmlStrEqual,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1278+,=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1278,!=,global,i32,0,unkonwn,unprecessed,i32 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1284++,!=,unkonwn,unprecessed,"  %274 = call i32 %267(i8* %270, %struct._xmlNode* %272, %struct._xmlNode* %273), !dbg !1311",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1284+,!=,unkonwn,unprecessed,"  %261 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %260, i32 0, i32 1, !dbg !1311",global,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1284,!=,global,i32,0,unkonwn,unprecessed,i32 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1294,!=,argument,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1297,=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1300,!=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1303,=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1306,!=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1311,=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1315,!=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1317,!=,global,_xmlAttr*,null,unkonwn,unprecessed,%struct._xmlAttr* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1358++,!=,unkonwn,unprecessed,"  %15 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %14, i32 0, i32 1, !dbg !1103",global,i32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1358+,=,argument,i32,"xmlC14NCheckForRelativeNamespaces(_xmlC14NCtx* ctx ,_xmlNode* cur )",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1358,=,argument,i32,"xmlC14NCheckForRelativeNamespaces(_xmlC14NCtx* ctx ,_xmlNode* cur )",global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1364,!=,unkonwn,unprecessed,"  %21 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %20, i32 0, i32 12, !dbg !1110",global,_xmlNs*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1365,>,function,i32,xmlStrlen,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1369,=,function,_xmlURI*,xmlParseURI,global,_xmlURI*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1373,=,function,i32,xmlStrlen,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1378,!=,function,i32,xmlStrcasecmp,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1379,!=,function,i32,xmlStrcasecmp,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1380,=,function,i32,xmlStrlen,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1422++,!=,unkonwn,unprecessed,"  %18 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %17, i32 0, i32 1, !dbg !1108",global,i32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1422+,=,argument,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1422,=,argument,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1432,<,function,i32,xmlC14NCheckForRelativeNamespaces,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1444,!=,argument,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1445,!=,unkonwn,unprecessed,"  %37 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %36, i32 0, i32 6, !dbg !1133",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1453+,>,function,i32,xmlStrlen,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1453,!=,unkonwn,unprecessed,"  %54 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %53, i32 0, i32 9, !dbg !1151",global,_xmlNs*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1461,=,unkonwn,unprecessed,"  %89 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %88, i32 0, i32 8, !dbg !1177",global,i32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1466,<,function,i32,xmlC14NProcessNamespacesAxis,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1471,!=,argument,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1476,<,function,i32,xmlC14NProcessNamespacesAxis,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1481,!=,argument,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1484,!=,unkonwn,unprecessed,"  %131 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %130, i32 0, i32 3, !dbg !1230",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1486,<,function,i32,xmlC14NProcessNamespacesAxis,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1491,!=,argument,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1493+,>,function,i32,xmlStrlen,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1493,!=,unkonwn,unprecessed,"  %153 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %152, i32 0, i32 9, !dbg !1256",global,_xmlNs*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1500,!=,global,i32,0,unkonwn,unprecessed,i32 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1529+,=,argument,i32,"xmlC14NProcessNode(_xmlC14NCtx* ctx ,_xmlNode* cur )",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1529,=,argument,i32,"xmlC14NProcessNode(_xmlC14NCtx* ctx ,_xmlNode* cur )",global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1534,!=,unkonwn,unprecessed,"  %19 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %18, i32 0, i32 1, !dbg !1107",global,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1550+,!=,unkonwn,unprecessed,"  %50 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %49, i32 0, i32 10, !dbg !1124",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1550,!=,unkonwn,unprecessed,"  %36 = phi i32 [ %33, %22 ], [ 1, %34 ], !dbg !1107",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1554,!=,function,i8*,xmlC11NNormalizeString,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1577,!=,unkonwn,unprecessed,"  %36 = phi i32 [ %33, %22 ], [ 1, %34 ], !dbg !1107",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1578,=,unkonwn,unprecessed,"  %76 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %75, i32 0, i32 5, !dbg !1155",global,i32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1586+,!=,unkonwn,unprecessed,"  %106 = zext i8 %105 to i32, !dbg !1179",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1586,!=,unkonwn,unprecessed,"  %98 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %97, i32 0, i32 10, !dbg !1174",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1593,!=,function,i8*,xmlC11NNormalizeString,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1603,=,unkonwn,unprecessed,"  %131 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %130, i32 0, i32 5, !dbg !1208",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1626+,!=,unkonwn,unprecessed,"  %151 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %150, i32 0, i32 3, !dbg !1226",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1626,!=,unkonwn,unprecessed,"  %36 = phi i32 [ %33, %22 ], [ 1, %34 ], !dbg !1107",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1627,=,unkonwn,unprecessed,"  %156 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %155, i32 0, i32 5, !dbg !1231",global,i32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1633,!=,unkonwn,unprecessed,"  %171 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %170, i32 0, i32 10, !dbg !1245",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1638,!=,function,i8*,xmlC11NNormalizeString,global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1648,=,unkonwn,unprecessed,"  %193 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %192, i32 0, i32 5, !dbg !1271",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1663,!=,unkonwn,unprecessed,"  %210 = getelementptr inbounds %struct._xmlNode, %struct._xmlNode* %209, i32 0, i32 3, !dbg !1287",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1719,=,argument,i32,"xmlC14NProcessNodeList(_xmlC14NCtx* ctx ,_xmlNode* cur )",global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1724+,>=,unkonwn,unprecessed,"  %6 = alloca i32, align 4",global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1724,!=,argument,i32,"xmlC14NProcessNodeList(_xmlC14NCtx* ctx ,_xmlNode* cur )",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1741,=,argument,void,xmlC14NFreeCtx(_xmlC14NCtx* ctx ),global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1746,!=,unkonwn,unprecessed,"  %8 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %7, i32 0, i32 7, !dbg !1100",global,_xmlC14NVisibleNsStack*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1781+,=,argument,_xmlC14NCtx*,"xmlC14NNewCtx(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",global,_xmlOutputBuffer*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1781,=,argument,_xmlC14NCtx*,"xmlC14NNewCtx(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",global,_xmlDoc*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1789,!=,unkonwn,unprecessed,"  %25 = getelementptr inbounds %struct._xmlOutputBuffer, %struct._xmlOutputBuffer* %24, i32 0, i32 3, !dbg !1117",global,_xmlCharEncodingHandler*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1798,!=,unkonwn,unprecessed,"  %34 = getelementptr inbounds %struct._xmlDoc, %struct._xmlDoc* %33, i32 0, i32 19, !dbg !1128",global,i32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1808,=,global,_xmlC14NCtx*,null,unkonwn,unprecessed,%struct._xmlC14NCtx* null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1826,=,unkonwn,unprecessed,"  %74 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %73, i32 0, i32 7, !dbg !1181",global,_xmlC14NVisibleNsStack*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1838,=,unkonwn,unprecessed,"  %87 = getelementptr inbounds %struct._xmlC14NCtx, %struct._xmlC14NCtx* %86, i32 0, i32 8, !dbg !1196",global,i32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1876+,=,argument,i32,"xmlC14NExecute(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",global,_xmlDoc*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1876,=,argument,i32,"xmlC14NExecute(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",global,_xmlOutputBuffer*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1897,!=,unkonwn,unprecessed,"  %32 = getelementptr inbounds %struct._xmlOutputBuffer, %struct._xmlOutputBuffer* %31, i32 0, i32 3, !dbg !1129",global,_xmlCharEncodingHandler*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1906,=,function,_xmlC14NCtx*,xmlC14NNewCtx,global,_xmlC14NCtx*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1922,!=,unkonwn,unprecessed,"  %54 = getelementptr inbounds %struct._xmlDoc, %struct._xmlDoc* %53, i32 0, i32 3, !dbg !1157",global,_xmlNode*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1924,<,function,i32,xmlC14NProcessNodeList,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,1935,<,function,i32,xmlC14NProcessNodeList,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,2012,=,argument,i32,"xmlC14NDocDumpMemory(_xmlDoc* doc ,_xmlNodeSet* nodes ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,i8** doc_txt_ptr )",global,i8**,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,2023,=,function,_xmlOutputBuffer*,xmlAllocOutputBuffer,global,_xmlOutputBuffer*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,2033,<,function,i32,xmlC14NDocSaveTo,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,2040,>,function,i32,xmlC14NDocSaveTo,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,2045+,>,function,i32,xmlC14NDocSaveTo,global,i32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14n.c,2045,=,argument,i32,"xmlC14NDocDumpMemory(_xmlDoc* doc ,_xmlNodeSet* nodes ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,i8** doc_txt_ptr )",global,i8*,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
